expense_id,expense_date,expense_category,region,amount
EXP-0520,2025-02-01,Facilities,Northeast,2213.53
EXP-0521,2025-03-01,Payroll,Midwest,25750.0
EXP-0522,2025-03-01,Freight,Midwest,2555.48
EXP-0523,2025-03-01,Marketing,Midwest,1983.02
EXP-0524,2025-03-01,Software,Midwest,1500.78
EXP-0525,2025-03-01,Facilities,Midwest,1997.04
EXP-0526,2025-03-01,Payroll,South,24205.0
EXP-0527,2025-03-01,Freight,South,2617.34
EXP-0528,2025-03-01,Marketing,South,1639.83
EXP-0529,2025-03-01,Software,South,1557.55
EXP-0530,2025-03-01,Facilities,South,2392.18
EXP-0531,2025-03-01,Payroll,West,27810.0
EXP-0532,2025-03-01,Freight,West,2218.64
EXP-0533,2025-03-01,Marketing,West,1916.82
EXP-0534,2025-03-01,Software,West,1510.34
EXP-0535,2025-03-01,Facilities,West,2275.36
EXP-0536,2025-03-01,Payroll,Northeast,29355.0
EXP-0537,2025-03-01,Freight,Northeast,2833.08
EXP-0538,2025-03-01,Marketing,Northeast,1921.41
EXP-0539,2025-03-01,Software,Northeast,1534.79
EXP-0540,2025-03-01,Facilities,Northeast,2390.02
EXP-0541,2025-04-01,Payroll,Midwest,26125.0
EXP-0542,2025-04-01,Freight,Midwest,2579.67
EXP-0543,2025-04-01,Marketing,Midwest,2222.43
EXP-0544,2025-04-01,Software,Midwest,1599.45
EXP-0545,2025-04-01,Facilities,Midwest,2368.11
EXP-0546,2025-04-01,Payroll,South,24557.5
EXP-0547,2025-04-01,Freight,South,2956.39
EXP-0548,2025-04-01,Marketing,South,2063.18
EXP-0549,2025-04-01,Software,South,1739.54
EXP-0550,2025-04-01,Facilities,South,2253.73
EXP-0551,2025-04-01,Payroll,West,28215.0
EXP-0552,2025-04-01,Freight,West,2770.25
EXP-0553,2025-04-01,Marketing,West,1925.12
EXP-0554,2025-04-01,Software,West,1519.22
EXP-0555,2025-04-01,Facilities,West,2357.17
EXP-0556,2025-04-01,Payroll,Northeast,29782.5
EXP-0557,2025-04-01,Freight,Northeast,2365.35
EXP-0558,2025-04-01,Marketing,Northeast,1698.71
EXP-0559,2025-04-01,Software,Northeast,1678.73
EXP-0560,2025-04-01,Facilities,Northeast,2440.94
EXP-0561,2025-05-01,Payroll,Midwest,26500.0
EXP-0562,2025-05-01,Freight,Midwest,2765.98
EXP-0563,2025-05-01,Marketing,Midwest,2262.19
EXP-0564,2025-05-01,Software,Midwest,1663.74
EXP-0565,2025-05-01,Facilities,Midwest,2226.23
EXP-0566,2025-05-01,Payroll,South,24910.0
EXP-0567,2025-05-01,Freight,South,2475.42
EXP-0568,2025-05-01,Marketing,South,1865.11
EXP-0569,2025-05-01,Software,South,1850.82
EXP-0570,2025-05-01,Facilities,South,2524.07
EXP-0571,2025-05-01,Payroll,West,28620.0
EXP-0572,2025-05-01,Freight,West,2347.69
EXP-0573,2025-05-01,Marketing,West,1838.65
EXP-0574,2025-05-01,Software,West,1850.12
EXP-0575,2025-05-01,Facilities,West,2165.36
EXP-0576,2025-05-01,Payroll,Northeast,30210.0
EXP-0577,2025-05-01,Freight,Northeast,2383.38
EXP-0578,2025-05-01,Marketing,Northeast,1892.13
EXP-0579,2025-05-01,Software,Northeast,1837.38
EXP-0580,2025-05-01,Facilities,Northeast,2175.67
EXP-0581,2025-06-01,Payroll,Midwest,26875.0
EXP-0582,2025-06-01,Freight,Midwest,2979.6
EXP-0583,2025-06-01,Marketing,Midwest,1880.75
EXP-0584,2025-06-01,Software,Midwest,1806.69
EXP-0585,2025-06-01,Facilities,Midwest,2633.56
EXP-0586,2025-06-01,Payroll,South,25262.5
EXP-0587,2025-06-01,Freight,South,2898.51
EXP-0588,2025-06-01,Marketing,South,1940.53
EXP-0589,2025-06-01,Software,South,1666.77
EXP-0590,2025-06-01,Facilities,South,2186.99
EXP-0591,2025-06-01,Payroll,West,29025.0
EXP-0592,2025-06-01,Freight,West,3042.63
EXP-0593,2025-06-01,Marketing,West,2039.42
EXP-0594,2025-06-01,Software,West,1807.1
EXP-0595,2025-06-01,Facilities,West,2109.64
EXP-0596,2025-06-01,Payroll,Northeast,30637.5
EXP-0597,2025-06-01,Freight,Northeast,2648.72
EXP-0598,2025-06-01,Marketing,Northeast,2246.09
EXP-0599,2025-06-01,Software,Northeast,1668.01
EXP-0600,2025-06-01,Facilities,Northeast,2318.33
EXP-0601,2025-07-01,Payroll,Midwest,25000.0
EXP-0602,2025-07-01,Freight,Midwest,2364.05
EXP-0603,2025-07-01,Marketing,Midwest,1894.04
EXP-0604,2025-07-01,Software,Midwest,1658.63
EXP-0605,2025-07-01,Facilities,Midwest,2151.84
EXP-0606,2025-07-01,Payroll,South,23500.0
EXP-0607,2025-07-01,Freight,South,2722.65
EXP-0608,2025-07-01,Marketing,South,1998.2
EXP-0609,2025-07-01,Software,South,1437.88
EXP-0610,2025-07-01,Facilities,South,1910.99
EXP-0611,2025-07-01,Payroll,West,27000.0
EXP-0612,2025-07-01,Freight,West,2236.83
EXP-0613,2025-07-01,Marketing,West,1746.9
EXP-0614,2025-07-01,Software,West,1354.82
EXP-0615,2025-07-01,Facilities,West,1966.11
EXP-0616,2025-07-01,Payroll,Northeast,28500.0
EXP-0617,2025-07-01,Freight,Northeast,2723.71
EXP-0618,2025-07-01,Marketing,Northeast,1958.7
EXP-0619,2025-07-01,Software,Northeast,1395.52
EXP-0620,2025-07-01,Facilities,Northeast,2287.99
EXP-0621,2025-08-01,Payroll,Midwest,25375.0
EXP-0622,2025-08-01,Freight,Midwest,2355.66
EXP-0623,2025-08-01,Marketing,Midwest,2126.69
EXP-0624,2025-08-01,Software,Midwest,1560.53
EXP-0625,2025-08-01,Facilities,Midwest,2173.64
EXP-0626,2025-08-01,Payroll,South,23852.5
EXP-0627,2025-08-01,Freight,South,2693.15
EXP-0628,2025-08-01,Marketing,South,1737.15
EXP-0629,2025-08-01,Software,South,1531.15
EXP-0630,2025-08-01,Facilities,South,1948.34
EXP-0631,2025-08-01,Payroll,West,27405.0
EXP-0632,2025-08-01,Freight,West,2658.87
EXP-0633,2025-08-01,Marketing,West,1788.99
EXP-0634,2025-08-01,Software,West,1727.41
EXP-0635,2025-08-01,Facilities,West,2149.24
EXP-0636,2025-08-01,Payroll,Northeast,28927.5
EXP-0637,2025-08-01,Freight,Northeast,2665.98
EXP-0638,2025-08-01,Marketing,Northeast,2042.9
EXP-0639,2025-08-01,Software,Northeast,1535.82
EXP-0640,2025-08-01,Facilities,Northeast,2467.87
EXP-0641,2025-09-01,Payroll,Midwest,25750.0
EXP-0642,2025-09-01,Freight,Midwest,2626.94
EXP-0643,2025-09-01,Marketing,Midwest,1735.29
EXP-0644,2025-09-01,Software,Midwest,1741.43
EXP-0645,2025-09-01,Facilities,Midwest,2029.43
EXP-0646,2025-09-01,Payroll,South,24205.0
EXP-0647,2025-09-01,Freight,South,2276.51
EXP-0648,2025-09-01,Marketing,South,1951.01
EXP-0649,2025-09-01,Software,South,1644.13
EXP-0650,2025-09-01,Facilities,South,1981.7
EXP-0651,2025-09-01,Payroll,West,27810.0
EXP-0652,2025-09-01,Freight,West,2895.28
EXP-0653,2025-09-01,Marketing,West,1701.74
EXP-0654,2025-09-01,Software,West,1701.68
EXP-0655,2025-09-01,Facilities,West,2095.5
EXP-0656,2025-09-01,Payroll,Northeast,29355.0
EXP-0657,2025-09-01,Freight,Northeast,2960.13
EXP-0658,2025-09-01,Marketing,Northeast,2218.6
EXP-0659,2025-09-01,Software,Northeast,1574.88
EXP-0660,2025-09-01,Facilities,Northeast,2477.57
EXP-0661,2025-10-01,Payroll,Midwest,26125.0
EXP-0662,2025-10-01,Freight,Midwest,2809.87
EXP-0663,2025-10-01,Marketing,Midwest,2002.07
EXP-0664,2025-10-01,Software,Midwest,1636.74
EXP-0665,2025-10-01,Facilities,Midwest,2240.47
EXP-0666,2025-10-01,Payroll,South,24557.5
EXP-0667,2025-10-01,Freight,South,2338.99
EXP-0668,2025-10-01,Marketing,South,2078.86
EXP-0669,2025-10-01,Software,South,1500.91
EXP-0670,2025-10-01,Facilities,South,2594.11
EXP-0671,2025-10-01,Payroll,West,28215.0
EXP-0672,2025-10-01,Freight,West,2766.45
EXP-0673,2025-10-01,Marketing,West,1749.47
EXP-0674,2025-10-01,Software,West,1530.93
EXP-0675,2025-10-01,Facilities,West,2212.76
EXP-0676,2025-10-01,Payroll,Northeast,29782.5
EXP-0677,2025-10-01,Freight,Northeast,2865.07
EXP-0678,2025-10-01,Marketing,Northeast,2206.91
EXP-0679,2025-10-01,Software,Northeast,1526.77
EXP-0680,2025-10-01,Facilities,Northeast,2566.27
EXP-0681,2025-11-01,Payroll,Midwest,26500.0
EXP-0682,2025-11-01,Freight,Midwest,2939.42
EXP-0683,2025-11-01,Marketing,Midwest,2035.54
EXP-0684,2025-11-01,Software,Midwest,1739.7
EXP-0685,2025-11-01,Facilities,Midwest,2683.5
EXP-0686,2025-11-01,Payroll,South,24910.0
EXP-0687,2025-11-01,Freight,South,2549.91
EXP-0688,2025-11-01,Marketing,South,2193.49
EXP-0689,2025-11-01,Software,South,1766.94
EXP-0690,2025-11-01,Facilities,South,2542.9
EXP-0691,2025-11-01,Payroll,West,28620.0
EXP-0692,2025-11-01,Freight,West,2549.99
EXP-0693,2025-11-01,Marketing,West,2163.21
EXP-0694,2025-11-01,Software,West,1546.4
EXP-0695,2025-11-01,Facilities,West,2659.95
EXP-0696,2025-11-01,Payroll,Northeast,30210.0
EXP-0697,2025-11-01,Freight,Northeast,2593.07
EXP-0698,2025-11-01,Marketing,Northeast,1847.41
EXP-0699,2025-11-01,Software,Northeast,1581.63
EXP-0700,2025-11-01,Facilities,Northeast,2367.06
EXP-0701,2025-12-01,Payroll,Midwest,26875.0
EXP-0702,2025-12-01,Freight,Midwest,2290.34
EXP-0703,2025-12-01,Marketing,Midwest,2040.94
EXP-0704,2025-12-01,Software,Midwest,1354.27
EXP-0705,2025-12-01,Facilities,Midwest,2230.8
EXP-0706,2025-12-01,Payroll,South,25262.5
EXP-0707,2025-12-01,Freight,South,2583.58
EXP-0708,2025-12-01,Marketing,South,1784.42
EXP-0709,2025-12-01,Software,South,1751.13
EXP-0710,2025-12-01,Facilities,South,2272.88
EXP-0711,2025-12-01,Payroll,West,29025.0
EXP-0712,2025-12-01,Freight,West,2763.55
EXP-0713,2025-12-01,Marketing,West,1724.06
EXP-0714,2025-12-01,Software,West,1494.2
EXP-0715,2025-12-01,Facilities,West,2126.06
EXP-0716,2025-12-01,Payroll,Northeast,30637.5
EXP-0717,2025-12-01,Freight,Northeast,2319.63
EXP-0718,2025-12-01,Marketing,Northeast,1603.61
EXP-0719,2025-12-01,Software,Northeast,1715.79
EXP-0720,2025-12-01,Facilities,Northeast,1861.48
