snapshot_date,sku,location_id,opening_quantity,closing_quantity
2024-01-22,SKU013,DC04,53,50
2024-01-22,SKU014,DC01,0,0
2024-01-22,SKU014,DC02,10,9
2024-01-22,SKU014,DC03,29,26
2024-01-22,SKU014,DC04,55,54
2024-01-22,SKU015,DC01,93,91
2024-01-22,SKU015,DC02,35,32
2024-01-22,SKU015,DC03,26,24
2024-01-22,SKU015,DC04,0,0
2024-01-22,SKU016,DC01,29,26
2024-01-22,SKU016,DC02,52,50
2024-01-22,SKU016,DC03,0,0
2024-01-22,SKU016,DC04,49,44
2024-01-22,SKU017,DC01,0,0
2024-01-22,SKU017,DC02,0,0
2024-01-22,SKU017,DC03,8,3
2024-01-22,SKU017,DC04,3,0
2024-01-22,SKU018,DC01,33,32
2024-01-22,SKU018,DC02,75,74
2024-01-22,SKU018,DC03,8,8
2024-01-22,SKU018,DC04,66,65
2024-01-22,SKU019,DC01,63,63
2024-01-22,SKU019,DC02,119,117
2024-01-22,SKU019,DC03,5,5
2024-01-22,SKU019,DC04,24,23
2024-01-22,SKU020,DC01,90,89
2024-01-22,SKU020,DC02,6,4
2024-01-22,SKU020,DC03,68,67
2024-01-22,SKU020,DC04,85,83
2024-01-22,SKU021,DC01,54,51
2024-01-22,SKU021,DC02,65,63
2024-01-22,SKU021,DC03,35,34
2024-01-22,SKU021,DC04,92,91
2024-01-22,SKU022,DC01,47,45
2024-01-22,SKU022,DC02,0,0
2024-01-22,SKU022,DC03,0,0
2024-01-22,SKU022,DC04,0,0
2024-01-22,SKU023,DC01,47,44
2024-01-22,SKU023,DC02,28,25
2024-01-22,SKU023,DC03,54,52
2024-01-22,SKU023,DC04,68,66
2024-01-22,SKU024,DC01,88,85
2024-01-22,SKU024,DC02,46,44
2024-01-22,SKU024,DC03,23,20
2024-01-22,SKU024,DC04,39,36
2024-01-23,SKU001,DC01,51,49
2024-01-23,SKU001,DC02,130,203
2024-01-23,SKU001,DC03,109,108
2024-01-23,SKU001,DC04,121,119
2024-01-23,SKU002,DC01,191,190
2024-01-23,SKU002,DC02,107,107
2024-01-23,SKU002,DC03,44,43
2024-01-23,SKU002,DC04,3,75
2024-01-23,SKU003,DC01,28,25
2024-01-23,SKU003,DC02,57,55
2024-01-23,SKU003,DC03,120,118
2024-01-23,SKU003,DC04,62,59
2024-01-23,SKU004,DC01,33,71
2024-01-23,SKU004,DC02,29,26
2024-01-23,SKU004,DC03,61,60
2024-01-23,SKU004,DC04,57,56
2024-01-23,SKU005,DC01,32,27
2024-01-23,SKU005,DC02,0,0
2024-01-23,SKU005,DC03,13,9
2024-01-23,SKU005,DC04,94,91
2024-01-23,SKU006,DC01,80,77
2024-01-23,SKU006,DC02,46,44
2024-01-23,SKU006,DC03,72,122
2024-01-23,SKU006,DC04,40,37
2024-01-23,SKU007,DC01,8,5
2024-01-23,SKU007,DC02,0,0
2024-01-23,SKU007,DC03,39,37
2024-01-23,SKU007,DC04,39,35
2024-01-23,SKU008,DC01,4,1
2024-01-23,SKU008,DC02,40,36
2024-01-23,SKU008,DC03,20,17
2024-01-23,SKU008,DC04,26,23
2024-01-23,SKU009,DC01,146,146
2024-01-23,SKU009,DC02,30,30
2024-01-23,SKU009,DC03,43,42
2024-01-23,SKU009,DC04,41,41
2024-01-23,SKU010,DC01,9,8
2024-01-23,SKU010,DC02,51,50
2024-01-23,SKU010,DC03,70,69
2024-01-23,SKU010,DC04,45,44
2024-01-23,SKU011,DC01,28,27
2024-01-23,SKU011,DC02,11,9
2024-01-23,SKU011,DC03,8,6
2024-01-23,SKU011,DC04,80,78
2024-01-23,SKU012,DC01,89,156
2024-01-23,SKU012,DC02,77,75
2024-01-23,SKU012,DC03,29,27
2024-01-23,SKU012,DC04,93,91
2024-01-23,SKU013,DC01,0,0
2024-01-23,SKU013,DC02,125,124
2024-01-23,SKU013,DC03,48,47
2024-01-23,SKU013,DC04,50,49
2024-01-23,SKU014,DC01,0,39
2024-01-23,SKU014,DC02,9,6
2024-01-23,SKU014,DC03,26,24
2024-01-23,SKU014,DC04,54,52
2024-01-23,SKU015,DC01,91,88
2024-01-23,SKU015,DC02,32,28
2024-01-23,SKU015,DC03,24,21
2024-01-23,SKU015,DC04,0,0
2024-01-23,SKU016,DC01,26,23
2024-01-23,SKU016,DC02,50,47
2024-01-23,SKU016,DC03,0,0
2024-01-23,SKU016,DC04,44,41
2024-01-23,SKU017,DC01,0,0
2024-01-23,SKU017,DC02,0,0
2024-01-23,SKU017,DC03,3,0
2024-01-23,SKU017,DC04,0,0
2024-01-23,SKU018,DC01,32,32
2024-01-23,SKU018,DC02,74,73
2024-01-23,SKU018,DC03,8,7
2024-01-23,SKU018,DC04,65,64
2024-01-23,SKU019,DC01,63,61
2024-01-23,SKU019,DC02,117,116
2024-01-23,SKU019,DC03,5,4
2024-01-23,SKU019,DC04,23,23
2024-01-23,SKU020,DC01,89,88
2024-01-23,SKU020,DC02,4,2
2024-01-23,SKU020,DC03,67,67
2024-01-23,SKU020,DC04,83,82
2024-01-23,SKU021,DC01,51,50
2024-01-23,SKU021,DC02,63,61
2024-01-23,SKU021,DC03,34,31
2024-01-23,SKU021,DC04,91,91
2024-01-23,SKU022,DC01,45,41
2024-01-23,SKU022,DC02,0,0
2024-01-23,SKU022,DC03,0,0
2024-01-23,SKU022,DC04,0,0
2024-01-23,SKU023,DC01,44,42
2024-01-23,SKU023,DC02,25,22
2024-01-23,SKU023,DC03,52,50
2024-01-23,SKU023,DC04,66,63
2024-01-23,SKU024,DC01,85,83
2024-01-23,SKU024,DC02,44,115
2024-01-23,SKU024,DC03,20,18
2024-01-23,SKU024,DC04,36,34
2024-01-24,SKU001,DC01,49,48
2024-01-24,SKU001,DC02,203,201
2024-01-24,SKU001,DC03,108,108
2024-01-24,SKU001,DC04,119,118
2024-01-24,SKU002,DC01,190,189
2024-01-24,SKU002,DC02,107,106
2024-01-24,SKU002,DC03,43,41
2024-01-24,SKU002,DC04,75,74
2024-01-24,SKU003,DC01,25,24
2024-01-24,SKU003,DC02,55,54
2024-01-24,SKU003,DC03,118,117
2024-01-24,SKU003,DC04,59,58
2024-01-24,SKU004,DC01,71,68
2024-01-24,SKU004,DC02,26,24
2024-01-24,SKU004,DC03,60,58
2024-01-24,SKU004,DC04,56,55
2024-01-24,SKU005,DC01,27,24
2024-01-24,SKU005,DC02,0,0
2024-01-24,SKU005,DC03,9,7
2024-01-24,SKU005,DC04,91,88
2024-01-24,SKU006,DC01,77,73
2024-01-24,SKU006,DC02,44,62
2024-01-24,SKU006,DC03,122,120
2024-01-24,SKU006,DC04,37,33
2024-01-24,SKU007,DC01,5,2
2024-01-24,SKU007,DC02,0,0
2024-01-24,SKU007,DC03,37,33
2024-01-24,SKU007,DC04,35,33
2024-01-24,SKU008,DC01,1,0
2024-01-24,SKU008,DC02,36,33
2024-01-24,SKU008,DC03,17,14
2024-01-24,SKU008,DC04,23,20
2024-01-24,SKU009,DC01,146,146
2024-01-24,SKU009,DC02,30,29
2024-01-24,SKU009,DC03,42,41
2024-01-24,SKU009,DC04,41,40
2024-01-24,SKU010,DC01,8,7
2024-01-24,SKU010,DC02,50,66
2024-01-24,SKU010,DC03,69,68
2024-01-24,SKU010,DC04,44,42
2024-01-24,SKU011,DC01,27,25
2024-01-24,SKU011,DC02,9,8
2024-01-24,SKU011,DC03,6,2
2024-01-24,SKU011,DC04,78,77
2024-01-24,SKU012,DC01,156,155
2024-01-24,SKU012,DC02,75,75
2024-01-24,SKU012,DC03,27,26
2024-01-24,SKU012,DC04,91,90
2024-01-24,SKU013,DC01,0,52
2024-01-24,SKU013,DC02,124,121
2024-01-24,SKU013,DC03,47,45
2024-01-24,SKU013,DC04,49,46
2024-01-24,SKU014,DC01,39,36
2024-01-24,SKU014,DC02,6,3
2024-01-24,SKU014,DC03,24,23
2024-01-24,SKU014,DC04,52,50
2024-01-24,SKU015,DC01,88,85
2024-01-24,SKU015,DC02,28,84
2024-01-24,SKU015,DC03,21,17
2024-01-24,SKU015,DC04,0,0
2024-01-24,SKU016,DC01,23,20
2024-01-24,SKU016,DC02,47,63
2024-01-24,SKU016,DC03,0,0
2024-01-24,SKU016,DC04,41,38
2024-01-24,SKU017,DC01,0,0
2024-01-24,SKU017,DC02,0,0
2024-01-24,SKU017,DC03,0,0
2024-01-24,SKU017,DC04,0,0
2024-01-24,SKU018,DC01,32,32
2024-01-24,SKU018,DC02,73,71
2024-01-24,SKU018,DC03,7,61
2024-01-24,SKU018,DC04,64,62
2024-01-24,SKU019,DC01,61,60
2024-01-24,SKU019,DC02,116,115
2024-01-24,SKU019,DC03,4,2
2024-01-24,SKU019,DC04,23,23
2024-01-24,SKU020,DC01,88,86
2024-01-24,SKU020,DC02,2,2
2024-01-24,SKU020,DC03,67,65
2024-01-24,SKU020,DC04,82,80
2024-01-24,SKU021,DC01,50,48
2024-01-24,SKU021,DC02,61,59
2024-01-24,SKU021,DC03,31,29
2024-01-24,SKU021,DC04,91,89
2024-01-24,SKU022,DC01,41,38
2024-01-24,SKU022,DC02,0,0
2024-01-24,SKU022,DC03,0,0
2024-01-24,SKU022,DC04,0,0
2024-01-24,SKU023,DC01,42,39
2024-01-24,SKU023,DC02,22,19
2024-01-24,SKU023,DC03,50,48
2024-01-24,SKU023,DC04,63,123
2024-01-24,SKU024,DC01,83,149
2024-01-24,SKU024,DC02,115,112
2024-01-24,SKU024,DC03,18,15
2024-01-24,SKU024,DC04,34,32
2024-01-25,SKU001,DC01,48,46
2024-01-25,SKU001,DC02,201,201
2024-01-25,SKU001,DC03,108,107
2024-01-25,SKU001,DC04,118,117
2024-01-25,SKU002,DC01,189,187
2024-01-25,SKU002,DC02,106,105
2024-01-25,SKU002,DC03,41,38
2024-01-25,SKU002,DC04,74,72
2024-01-25,SKU003,DC01,24,81
2024-01-25,SKU003,DC02,54,52
2024-01-25,SKU003,DC03,117,115
2024-01-25,SKU003,DC04,58,73
2024-01-25,SKU004,DC01,68,65
2024-01-25,SKU004,DC02,24,43
2024-01-25,SKU004,DC03,58,55
2024-01-25,SKU004,DC04,55,54
2024-01-25,SKU005,DC01,24,19
2024-01-25,SKU005,DC02,0,0
2024-01-25,SKU005,DC03,7,4
2024-01-25,SKU005,DC04,88,84
2024-01-25,SKU006,DC01,73,70
2024-01-25,SKU006,DC02,62,60
2024-01-25,SKU006,DC03,120,119
2024-01-25,SKU006,DC04,33,30
2024-01-25,SKU007,DC01,2,0
2024-01-25,SKU007,DC02,0,0
2024-01-25,SKU007,DC03,33,30
2024-01-25,SKU007,DC04,33,29
2024-01-25,SKU008,DC01,0,0
2024-01-25,SKU008,DC02,33,60
2024-01-25,SKU008,DC03,14,11
2024-01-25,SKU008,DC04,20,17
2024-01-25,SKU009,DC01,146,146
2024-01-25,SKU009,DC02,29,28
2024-01-25,SKU009,DC03,41,40
2024-01-25,SKU009,DC04,40,40
2024-01-25,SKU010,DC01,7,6
2024-01-25,SKU010,DC02,66,66
2024-01-25,SKU010,DC03,68,66
2024-01-25,SKU010,DC04,42,41
2024-01-25,SKU011,DC01,25,24
2024-01-25,SKU011,DC02,8,7
2024-01-25,SKU011,DC03,2,24
2024-01-25,SKU011,DC04,77,76
2024-01-25,SKU012,DC01,155,153
2024-01-25,SKU012,DC02,75,73
2024-01-25,SKU012,DC03,26,25
2024-01-25,SKU012,DC04,90,89
2024-01-25,SKU013,DC01,52,110
2024-01-25,SKU013,DC02,121,119
2024-01-25,SKU013,DC03,45,42
2024-01-25,SKU013,DC04,46,44
2024-01-25,SKU014,DC01,36,33
2024-01-25,SKU014,DC02,3,0
2024-01-25,SKU014,DC03,23,21
2024-01-25,SKU014,DC04,50,48
2024-01-25,SKU015,DC01,85,83
2024-01-25,SKU015,DC02,84,82
2024-01-25,SKU015,DC03,17,14
2024-01-25,SKU015,DC04,0,0
2024-01-25,SKU016,DC01,20,17
2024-01-25,SKU016,DC02,63,60
2024-01-25,SKU016,DC03,0,0
2024-01-25,SKU016,DC04,38,33
2024-01-25,SKU017,DC01,0,0
2024-01-25,SKU017,DC02,0,0
2024-01-25,SKU017,DC03,0,0
2024-01-25,SKU017,DC04,0,0
2024-01-25,SKU018,DC01,32,32
2024-01-25,SKU018,DC02,71,71
2024-01-25,SKU018,DC03,61,61
2024-01-25,SKU018,DC04,62,60
2024-01-25,SKU019,DC01,60,58
2024-01-25,SKU019,DC02,115,113
2024-01-25,SKU019,DC03,2,1
2024-01-25,SKU019,DC04,23,23
2024-01-25,SKU020,DC01,86,84
2024-01-25,SKU020,DC02,2,1
2024-01-25,SKU020,DC03,65,63
2024-01-25,SKU020,DC04,80,79
2024-01-25,SKU021,DC01,48,46
2024-01-25,SKU021,DC02,59,57
2024-01-25,SKU021,DC03,29,27
2024-01-25,SKU021,DC04,89,87
2024-01-25,SKU022,DC01,38,35
2024-01-25,SKU022,DC02,0,0
2024-01-25,SKU022,DC03,0,0
2024-01-25,SKU022,DC04,0,0
2024-01-25,SKU023,DC01,39,37
2024-01-25,SKU023,DC02,19,15
2024-01-25,SKU023,DC03,48,46
2024-01-25,SKU023,DC04,123,120
2024-01-25,SKU024,DC01,149,147
2024-01-25,SKU024,DC02,112,109
2024-01-25,SKU024,DC03,15,13
2024-01-25,SKU024,DC04,32,29
2024-01-26,SKU001,DC01,46,45
2024-01-26,SKU001,DC02,201,200
2024-01-26,SKU001,DC03,107,104
2024-01-26,SKU001,DC04,117,115
2024-01-26,SKU002,DC01,187,186
2024-01-26,SKU002,DC02,105,103
2024-01-26,SKU002,DC03,38,37
2024-01-26,SKU002,DC04,72,70
2024-01-26,SKU003,DC01,81,102
2024-01-26,SKU003,DC02,52,51
2024-01-26,SKU003,DC03,115,114
2024-01-26,SKU003,DC04,73,71
2024-01-26,SKU004,DC01,65,62
2024-01-26,SKU004,DC02,43,41
2024-01-26,SKU004,DC03,55,53
2024-01-26,SKU004,DC04,54,51
2024-01-26,SKU005,DC01,19,15
2024-01-26,SKU005,DC02,0,0
2024-01-26,SKU005,DC03,4,0
2024-01-26,SKU005,DC04,84,80
2024-01-26,SKU006,DC01,70,68
2024-01-26,SKU006,DC02,60,58
2024-01-26,SKU006,DC03,119,117
2024-01-26,SKU006,DC04,30,27
2024-01-26,SKU007,DC01,0,0
2024-01-26,SKU007,DC02,0,0
2024-01-26,SKU007,DC03,30,28
2024-01-26,SKU007,DC04,29,26
2024-01-26,SKU008,DC01,0,0
2024-01-26,SKU008,DC02,60,56
2024-01-26,SKU008,DC03,11,10
2024-01-26,SKU008,DC04,17,74
2024-01-26,SKU009,DC01,146,145
2024-01-26,SKU009,DC02,28,28
2024-01-26,SKU009,DC03,40,40
2024-01-26,SKU009,DC04,40,39
2024-01-26,SKU010,DC01,6,5
2024-01-26,SKU010,DC02,66,64
2024-01-26,SKU010,DC03,66,66
2024-01-26,SKU010,DC04,41,40
2024-01-26,SKU011,DC01,24,21
2024-01-26,SKU011,DC02,7,5
2024-01-26,SKU011,DC03,24,22
2024-01-26,SKU011,DC04,76,74
2024-01-26,SKU012,DC01,153,152
2024-01-26,SKU012,DC02,73,71
2024-01-26,SKU012,DC03,25,24
2024-01-26,SKU012,DC04,89,88
2024-01-26,SKU013,DC01,110,107
2024-01-26,SKU013,DC02,119,117
2024-01-26,SKU013,DC03,42,96
2024-01-26,SKU013,DC04,44,44
2024-01-26,SKU014,DC01,33,30
2024-01-26,SKU014,DC02,0,0
2024-01-26,SKU014,DC03,21,19
2024-01-26,SKU014,DC04,48,47
2024-01-26,SKU015,DC01,83,81
2024-01-26,SKU015,DC02,82,125
2024-01-26,SKU015,DC03,14,11
2024-01-26,SKU015,DC04,0,0
2024-01-26,SKU016,DC01,17,15
2024-01-26,SKU016,DC02,60,57
2024-01-26,SKU016,DC03,0,0
2024-01-26,SKU016,DC04,33,31
2024-01-26,SKU017,DC01,0,0
2024-01-26,SKU017,DC02,0,27
2024-01-26,SKU017,DC03,0,0
2024-01-26,SKU017,DC04,0,0
2024-01-26,SKU018,DC01,32,32
2024-01-26,SKU018,DC02,71,71
2024-01-26,SKU018,DC03,61,60
2024-01-26,SKU018,DC04,60,59
2024-01-26,SKU019,DC01,58,56
2024-01-26,SKU019,DC02,113,112
2024-01-26,SKU019,DC03,1,0
2024-01-26,SKU019,DC04,23,22
2024-01-26,SKU020,DC01,84,83
2024-01-26,SKU020,DC02,1,0
2024-01-26,SKU020,DC03,63,63
2024-01-26,SKU020,DC04,79,77
2024-01-26,SKU021,DC01,46,43
2024-01-26,SKU021,DC02,57,56
2024-01-26,SKU021,DC03,27,26
2024-01-26,SKU021,DC04,87,87
2024-01-26,SKU022,DC01,35,32
2024-01-26,SKU022,DC02,0,0
2024-01-26,SKU022,DC03,0,0
2024-01-26,SKU022,DC04,0,0
2024-01-26,SKU023,DC01,37,34
2024-01-26,SKU023,DC02,15,13
2024-01-26,SKU023,DC03,46,43
2024-01-26,SKU023,DC04,120,118
2024-01-26,SKU024,DC01,147,207
2024-01-26,SKU024,DC02,109,106
2024-01-26,SKU024,DC03,13,10
2024-01-26,SKU024,DC04,29,25
2024-01-27,SKU001,DC01,45,44
2024-01-27,SKU001,DC02,200,200
2024-01-27,SKU001,DC03,104,103
2024-01-27,SKU001,DC04,115,114
2024-01-27,SKU002,DC01,186,184
2024-01-27,SKU002,DC02,103,101
2024-01-27,SKU002,DC03,37,35
2024-01-27,SKU002,DC04,70,68
2024-01-27,SKU003,DC01,102,101
2024-01-27,SKU003,DC02,51,49
2024-01-27,SKU003,DC03,114,112
2024-01-27,SKU003,DC04,71,69
2024-01-27,SKU004,DC01,62,59
2024-01-27,SKU004,DC02,41,59
2024-01-27,SKU004,DC03,53,52
2024-01-27,SKU004,DC04,51,50
2024-01-27,SKU005,DC01,15,12
2024-01-27,SKU005,DC02,0,0
2024-01-27,SKU005,DC03,0,0
2024-01-27,SKU005,DC04,80,76
2024-01-27,SKU006,DC01,68,65
2024-01-27,SKU006,DC02,58,56
2024-01-27,SKU006,DC03,117,115
2024-01-27,SKU006,DC04,27,24
2024-01-27,SKU007,DC01,0,0
2024-01-27,SKU007,DC02,0,0
2024-01-27,SKU007,DC03,28,26
2024-01-27,SKU007,DC04,26,23
2024-01-27,SKU008,DC01,0,0
2024-01-27,SKU008,DC02,56,53
2024-01-27,SKU008,DC03,10,6
2024-01-27,SKU008,DC04,74,71
2024-01-27,SKU009,DC01,145,145
2024-01-27,SKU009,DC02,28,28
2024-01-27,SKU009,DC03,40,40
2024-01-27,SKU009,DC04,39,39
2024-01-27,SKU010,DC01,5,4
2024-01-27,SKU010,DC02,64,63
2024-01-27,SKU010,DC03,66,66
2024-01-27,SKU010,DC04,40,39
2024-01-27,SKU011,DC01,21,21
2024-01-27,SKU011,DC02,5,3
2024-01-27,SKU011,DC03,22,21
2024-01-27,SKU011,DC04,74,73
2024-01-27,SKU012,DC01,152,150
2024-01-27,SKU012,DC02,71,69
2024-01-27,SKU012,DC03,24,23
2024-01-27,SKU012,DC04,88,87
2024-01-27,SKU013,DC01,107,106
2024-01-27,SKU013,DC02,117,115
2024-01-27,SKU013,DC03,96,94
2024-01-27,SKU013,DC04,44,43
2024-01-27,SKU014,DC01,30,57
2024-01-27,SKU014,DC02,0,0
2024-01-27,SKU014,DC03,19,17
2024-01-27,SKU014,DC04,47,45
2024-01-27,SKU015,DC01,81,78
2024-01-27,SKU015,DC02,125,122
2024-01-27,SKU015,DC03,11,10
2024-01-27,SKU015,DC04,0,0
2024-01-27,SKU016,DC01,15,12
2024-01-27,SKU016,DC02,57,55
2024-01-27,SKU016,DC03,0,0
2024-01-27,SKU016,DC04,31,28
2024-01-27,SKU017,DC01,0,0
2024-01-27,SKU017,DC02,27,22
2024-01-27,SKU017,DC03,0,0
2024-01-27,SKU017,DC04,0,0
2024-01-27,SKU018,DC01,32,32
2024-01-27,SKU018,DC02,71,70
2024-01-27,SKU018,DC03,60,60
2024-01-27,SKU018,DC04,59,57
2024-01-27,SKU019,DC01,56,56
2024-01-27,SKU019,DC02,112,112
2024-01-27,SKU019,DC03,0,0
2024-01-27,SKU019,DC04,22,20
2024-01-27,SKU020,DC01,83,135
2024-01-27,SKU020,DC02,0,0
2024-01-27,SKU020,DC03,63,60
2024-01-27,SKU020,DC04,77,75
2024-01-27,SKU021,DC01,43,41
2024-01-27,SKU021,DC02,56,55
2024-01-27,SKU021,DC03,26,25
2024-01-27,SKU021,DC04,87,85
2024-01-27,SKU022,DC01,32,28
2024-01-27,SKU022,DC02,0,0
2024-01-27,SKU022,DC03,0,0
2024-01-27,SKU022,DC04,0,0
2024-01-27,SKU023,DC01,34,32
2024-01-27,SKU023,DC02,13,10
2024-01-27,SKU023,DC03,43,42
2024-01-27,SKU023,DC04,118,115
2024-01-27,SKU024,DC01,207,205
2024-01-27,SKU024,DC02,106,104
2024-01-27,SKU024,DC03,10,8
2024-01-27,SKU024,DC04,25,23
2024-01-28,SKU001,DC01,44,66
2024-01-28,SKU001,DC02,200,198
2024-01-28,SKU001,DC03,103,103
2024-01-28,SKU001,DC04,114,114
2024-01-28,SKU002,DC01,184,182
2024-01-28,SKU002,DC02,101,100
2024-01-28,SKU002,DC03,35,35
2024-01-28,SKU002,DC04,68,67
2024-01-28,SKU003,DC01,101,98
2024-01-28,SKU003,DC02,49,48
2024-01-28,SKU003,DC03,112,111
2024-01-28,SKU003,DC04,69,103
2024-01-28,SKU004,DC01,59,58
2024-01-28,SKU004,DC02,59,57
2024-01-28,SKU004,DC03,52,50
2024-01-28,SKU004,DC04,50,48
2024-01-28,SKU005,DC01,12,7
2024-01-28,SKU005,DC02,0,0
2024-01-28,SKU005,DC03,0,0
2024-01-28,SKU005,DC04,76,73
2024-01-28,SKU006,DC01,65,63
2024-01-28,SKU006,DC02,56,53
2024-01-28,SKU006,DC03,115,113
2024-01-28,SKU006,DC04,24,21
2024-01-28,SKU007,DC01,0,0
2024-01-28,SKU007,DC02,0,0
2024-01-28,SKU007,DC03,26,22
2024-01-28,SKU007,DC04,23,20
2024-01-28,SKU008,DC01,0,0
2024-01-28,SKU008,DC02,53,50
2024-01-28,SKU008,DC03,6,3
2024-01-28,SKU008,DC04,71,66
2024-01-28,SKU009,DC01,145,144
2024-01-28,SKU009,DC02,28,27
2024-01-28,SKU009,DC03,40,40
2024-01-28,SKU009,DC04,39,38
2024-01-28,SKU010,DC01,4,2
2024-01-28,SKU010,DC02,63,62
2024-01-28,SKU010,DC03,66,65
2024-01-28,SKU010,DC04,39,38
2024-01-28,SKU011,DC01,21,20
2024-01-28,SKU011,DC02,3,2
2024-01-28,SKU011,DC03,21,20
2024-01-28,SKU011,DC04,73,71
2024-01-28,SKU012,DC01,150,147
2024-01-28,SKU012,DC02,69,68
2024-01-28,SKU012,DC03,23,20
2024-01-28,SKU012,DC04,87,85
2024-01-28,SKU013,DC01,106,104
2024-01-28,SKU013,DC02,115,113
2024-01-28,SKU013,DC03,94,91
2024-01-28,SKU013,DC04,43,41
2024-01-28,SKU014,DC01,57,54
2024-01-28,SKU014,DC02,0,23
2024-01-28,SKU014,DC03,17,14
2024-01-28,SKU014,DC04,45,42
2024-01-28,SKU015,DC01,78,76
2024-01-28,SKU015,DC02,122,120
2024-01-28,SKU015,DC03,10,8
2024-01-28,SKU015,DC04,0,0
2024-01-28,SKU016,DC01,12,9
2024-01-28,SKU016,DC02,55,51
2024-01-28,SKU016,DC03,0,0
2024-01-28,SKU016,DC04,28,26
2024-01-28,SKU017,DC01,0,0
2024-01-28,SKU017,DC02,22,34
2024-01-28,SKU017,DC03,0,0
2024-01-28,SKU017,DC04,0,0
2024-01-28,SKU018,DC01,32,93
2024-01-28,SKU018,DC02,70,70
2024-01-28,SKU018,DC03,60,59
2024-01-28,SKU018,DC04,57,56
2024-01-28,SKU019,DC01,56,55
2024-01-28,SKU019,DC02,112,112
2024-01-28,SKU019,DC03,0,0
2024-01-28,SKU019,DC04,20,18
2024-01-28,SKU020,DC01,135,134
2024-01-28,SKU020,DC02,0,0
2024-01-28,SKU020,DC03,60,59
2024-01-28,SKU020,DC04,75,75
2024-01-28,SKU021,DC01,41,38
2024-01-28,SKU021,DC02,55,53
2024-01-28,SKU021,DC03,25,24
2024-01-28,SKU021,DC04,85,83
2024-01-28,SKU022,DC01,28,24
2024-01-28,SKU022,DC02,0,0
2024-01-28,SKU022,DC03,0,0
2024-01-28,SKU022,DC04,0,0
2024-01-28,SKU023,DC01,32,29
2024-01-28,SKU023,DC02,10,8
2024-01-28,SKU023,DC03,42,39
2024-01-28,SKU023,DC04,115,113
2024-01-28,SKU024,DC01,205,202
2024-01-28,SKU024,DC02,104,99
2024-01-28,SKU024,DC03,8,4
2024-01-28,SKU024,DC04,23,20
2024-01-29,SKU001,DC01,66,65
2024-01-29,SKU001,DC02,198,197
2024-01-29,SKU001,DC03,103,103
2024-01-29,SKU001,DC04,114,113
2024-01-29,SKU002,DC01,182,181
2024-01-29,SKU002,DC02,100,167
2024-01-29,SKU002,DC03,35,34
2024-01-29,SKU002,DC04,67,66
2024-01-29,SKU003,DC01,98,98
2024-01-29,SKU003,DC02,48,46
2024-01-29,SKU003,DC03,111,109
2024-01-29,SKU003,DC04,103,100
2024-01-29,SKU004,DC01,58,56
2024-01-29,SKU004,DC02,57,56
2024-01-29,SKU004,DC03,50,48
2024-01-29,SKU004,DC04,48,46
2024-01-29,SKU005,DC01,7,3
2024-01-29,SKU005,DC02,0,0
2024-01-29,SKU005,DC03,0,0
2024-01-29,SKU005,DC04,73,68
2024-01-29,SKU006,DC01,63,60
2024-01-29,SKU006,DC02,53,51
2024-01-29,SKU006,DC03,113,110
2024-01-29,SKU006,DC04,21,17
2024-01-29,SKU007,DC01,0,0
2024-01-29,SKU007,DC02,0,0
2024-01-29,SKU007,DC03,22,20
2024-01-29,SKU007,DC04,20,17
2024-01-29,SKU008,DC01,0,0
2024-01-29,SKU008,DC02,50,48
2024-01-29,SKU008,DC03,3,0
2024-01-29,SKU008,DC04,66,63
2024-01-29,SKU009,DC01,144,143
2024-01-29,SKU009,DC02,27,25
2024-01-29,SKU009,DC03,40,40
2024-01-29,SKU009,DC04,38,37
2024-01-29,SKU010,DC01,2,1
2024-01-29,SKU010,DC02,62,60
2024-01-29,SKU010,DC03,65,65
2024-01-29,SKU010,DC04,38,37
2024-01-29,SKU011,DC01,20,18
2024-01-29,SKU011,DC02,2,1
2024-01-29,SKU011,DC03,20,19
2024-01-29,SKU011,DC04,71,70
2024-01-29,SKU012,DC01,147,144
2024-01-29,SKU012,DC02,68,66
2024-01-29,SKU012,DC03,20,19
2024-01-29,SKU012,DC04,85,83
2024-01-29,SKU013,DC01,104,102
2024-01-29,SKU013,DC02,113,112
2024-01-29,SKU013,DC03,91,88
2024-01-29,SKU013,DC04,41,40
2024-01-29,SKU014,DC01,54,52
2024-01-29,SKU014,DC02,23,21
2024-01-29,SKU014,DC03,14,11
2024-01-29,SKU014,DC04,42,40
2024-01-29,SKU015,DC01,76,72
2024-01-29,SKU015,DC02,120,117
2024-01-29,SKU015,DC03,8,5
2024-01-29,SKU015,DC04,0,0
2024-01-29,SKU016,DC01,9,6
2024-01-29,SKU016,DC02,51,48
2024-01-29,SKU016,DC03,0,0
2024-01-29,SKU016,DC04,26,23
2024-01-29,SKU017,DC01,0,0
2024-01-29,SKU017,DC02,34,28
2024-01-29,SKU017,DC03,0,0
2024-01-29,SKU017,DC04,0,0
2024-01-29,SKU018,DC01,93,92
2024-01-29,SKU018,DC02,70,70
2024-01-29,SKU018,DC03,59,58
2024-01-29,SKU018,DC04,56,55
2024-01-29,SKU019,DC01,55,54
2024-01-29,SKU019,DC02,112,111
2024-01-29,SKU019,DC03,0,0
2024-01-29,SKU019,DC04,18,18
2024-01-29,SKU020,DC01,134,133
