receipt_id,receipt_date,sku,location_id,quantity_received,supplier_id
REC000498,2024-05-28,SKU009,DC01,39,SUP01
REC000499,2024-05-29,SKU006,DC04,62,SUP06
REC000500,2024-05-30,SKU004,DC01,55,SUP04
REC000501,2024-05-30,SKU007,DC01,58,SUP07
REC000502,2024-05-30,SKU009,DC04,43,SUP01
REC000503,2024-05-30,SKU013,DC04,71,SUP05
REC000504,2024-05-31,SKU009,DC03,23,SUP01
REC000505,2024-05-31,SKU011,DC02,25,SUP03
REC000506,2024-05-31,SKU019,DC04,64,SUP03
REC000507,2024-06-01,SKU007,DC04,50,SUP07
REC000508,2024-06-01,SKU018,DC01,38,SUP02
REC000509,2024-06-02,SKU003,DC03,38,SUP03
REC000510,2024-06-02,SKU007,DC01,75,SUP07
REC000511,2024-06-02,SKU018,DC04,26,SUP02
REC000512,2024-06-03,SKU004,DC01,71,SUP04
REC000513,2024-06-03,SKU021,DC02,59,SUP05
REC000514,2024-06-04,SKU015,DC01,20,SUP07
REC000515,2024-06-04,SKU020,DC04,58,SUP04
REC000516,2024-06-05,SKU003,DC03,21,SUP03
REC000517,2024-06-05,SKU008,DC03,61,SUP08
REC000518,2024-06-05,SKU016,DC02,70,SUP08
REC000519,2024-06-05,SKU018,DC02,64,SUP02
REC000520,2024-06-06,SKU018,DC04,60,SUP02
REC000521,2024-06-06,SKU023,DC03,72,SUP07
REC000522,2024-06-07,SKU012,DC03,51,SUP04
REC000523,2024-06-07,SKU018,DC04,17,SUP02
REC000524,2024-06-08,SKU007,DC03,22,SUP07
REC000525,2024-06-08,SKU023,DC01,32,SUP07
REC000526,2024-06-09,SKU009,DC02,34,SUP01
REC000527,2024-06-09,SKU010,DC04,38,SUP02
REC000528,2024-06-09,SKU011,DC04,56,SUP03
REC000529,2024-06-09,SKU018,DC02,59,SUP02
REC000530,2024-06-09,SKU019,DC01,71,SUP03
REC000531,2024-06-09,SKU022,DC04,71,SUP06
REC000532,2024-06-09,SKU023,DC03,51,SUP07
REC000533,2024-06-10,SKU002,DC03,58,SUP02
REC000534,2024-06-10,SKU005,DC02,23,SUP05
REC000535,2024-06-10,SKU008,DC04,68,SUP08
REC000536,2024-06-10,SKU010,DC04,17,SUP02
REC000537,2024-06-10,SKU018,DC01,47,SUP02
REC000538,2024-06-11,SKU023,DC03,69,SUP07
REC000539,2024-06-12,SKU022,DC02,25,SUP06
REC000540,2024-06-12,SKU022,DC03,28,SUP06
REC000541,2024-06-13,SKU011,DC02,18,SUP03
REC000542,2024-06-13,SKU012,DC04,44,SUP04
REC000543,2024-06-13,SKU020,DC03,57,SUP04
REC000544,2024-06-13,SKU021,DC04,37,SUP05
REC000545,2024-06-14,SKU020,DC01,62,SUP04
REC000546,2024-06-14,SKU022,DC04,67,SUP06
REC000547,2024-06-16,SKU007,DC01,48,SUP07
REC000548,2024-06-16,SKU016,DC03,65,SUP08
REC000549,2024-06-16,SKU017,DC01,50,SUP01
REC000550,2024-06-16,SKU019,DC02,40,SUP03
REC000551,2024-06-16,SKU022,DC04,18,SUP06
REC000552,2024-06-16,SKU023,DC02,18,SUP07
REC000553,2024-06-17,SKU013,DC02,74,SUP05
REC000554,2024-06-18,SKU008,DC02,45,SUP08
REC000555,2024-06-18,SKU011,DC01,17,SUP03
REC000556,2024-06-19,SKU007,DC03,16,SUP07
REC000557,2024-06-20,SKU001,DC03,15,SUP01
REC000558,2024-06-20,SKU002,DC03,36,SUP02
REC000559,2024-06-20,SKU011,DC02,74,SUP03
REC000560,2024-06-20,SKU012,DC03,57,SUP04
REC000561,2024-06-20,SKU017,DC04,45,SUP01
REC000562,2024-06-20,SKU024,DC04,32,SUP08
REC000563,2024-06-21,SKU004,DC03,31,SUP04
REC000564,2024-06-21,SKU018,DC04,21,SUP02
REC000565,2024-06-22,SKU008,DC03,19,SUP08
REC000566,2024-06-22,SKU015,DC02,68,SUP07
REC000567,2024-06-23,SKU005,DC04,46,SUP05
REC000568,2024-06-23,SKU012,DC01,58,SUP04
REC000569,2024-06-23,SKU015,DC03,55,SUP07
REC000570,2024-06-23,SKU024,DC04,52,SUP08
REC000571,2024-06-25,SKU015,DC01,16,SUP07
REC000572,2024-06-25,SKU017,DC02,20,SUP01
REC000573,2024-06-25,SKU018,DC04,26,SUP02
REC000574,2024-06-25,SKU023,DC01,25,SUP07
REC000575,2024-06-26,SKU006,DC02,36,SUP06
REC000576,2024-06-26,SKU013,DC03,55,SUP05
REC000577,2024-06-26,SKU022,DC02,45,SUP06
REC000578,2024-06-27,SKU007,DC04,33,SUP07
REC000579,2024-06-27,SKU010,DC01,74,SUP02
REC000580,2024-06-27,SKU012,DC02,27,SUP04
REC000581,2024-06-27,SKU018,DC01,28,SUP02
REC000582,2024-06-27,SKU020,DC03,29,SUP04
REC000583,2024-06-28,SKU003,DC01,41,SUP03
REC000584,2024-06-28,SKU018,DC01,58,SUP02
REC000585,2024-06-29,SKU013,DC04,73,SUP05
REC000586,2024-06-29,SKU022,DC03,32,SUP06
REC000587,2024-06-29,SKU023,DC04,64,SUP07
REC000588,2024-06-30,SKU002,DC03,69,SUP02
REC000589,2024-06-30,SKU013,DC02,47,SUP05
REC000590,2024-06-30,SKU015,DC04,37,SUP07
REC000591,2024-06-30,SKU017,DC02,18,SUP01
REC000592,2024-06-30,SKU021,DC04,40,SUP05
REC000593,2024-06-30,SKU023,DC01,59,SUP07
REC000594,2024-07-01,SKU005,DC02,32,SUP05
REC000595,2024-07-01,SKU005,DC04,55,SUP05
REC000596,2024-07-01,SKU008,DC02,70,SUP08
REC000597,2024-07-01,SKU008,DC03,27,SUP08
REC000598,2024-07-01,SKU010,DC03,33,SUP02
REC000599,2024-07-01,SKU016,DC02,47,SUP08
REC000600,2024-07-01,SKU021,DC02,53,SUP05
REC000601,2024-07-01,SKU024,DC03,20,SUP08
REC000602,2024-07-02,SKU005,DC01,39,SUP05
REC000603,2024-07-02,SKU020,DC01,45,SUP04
REC000604,2024-07-03,SKU004,DC03,16,SUP04
REC000605,2024-07-03,SKU007,DC02,45,SUP07
REC000606,2024-07-03,SKU021,DC02,72,SUP05
REC000607,2024-07-04,SKU010,DC02,61,SUP02
REC000608,2024-07-04,SKU020,DC04,37,SUP04
REC000609,2024-07-05,SKU017,DC04,66,SUP01
REC000610,2024-07-05,SKU022,DC03,40,SUP06
REC000611,2024-07-06,SKU002,DC01,31,SUP02
REC000612,2024-07-06,SKU012,DC01,48,SUP04
REC000613,2024-07-06,SKU020,DC02,49,SUP04
REC000614,2024-07-07,SKU005,DC01,56,SUP05
REC000615,2024-07-07,SKU009,DC03,51,SUP01
REC000616,2024-07-07,SKU011,DC04,64,SUP03
REC000617,2024-07-07,SKU013,DC02,29,SUP05
REC000618,2024-07-07,SKU018,DC01,57,SUP02
REC000619,2024-07-08,SKU004,DC03,34,SUP04
REC000620,2024-07-08,SKU016,DC01,15,SUP08
REC000621,2024-07-08,SKU019,DC03,31,SUP03
REC000622,2024-07-08,SKU024,DC02,17,SUP08
REC000623,2024-07-09,SKU001,DC01,33,SUP01
REC000624,2024-07-09,SKU001,DC04,59,SUP01
REC000625,2024-07-09,SKU020,DC03,54,SUP04
REC000626,2024-07-11,SKU010,DC03,66,SUP02
REC000627,2024-07-11,SKU011,DC03,26,SUP03
REC000628,2024-07-11,SKU014,DC03,48,SUP06
REC000629,2024-07-11,SKU015,DC02,27,SUP07
REC000630,2024-07-11,SKU017,DC01,67,SUP01
REC000631,2024-07-11,SKU021,DC04,18,SUP05
REC000632,2024-07-12,SKU017,DC02,36,SUP01
REC000633,2024-07-13,SKU002,DC03,72,SUP02
REC000634,2024-07-13,SKU020,DC01,53,SUP04
REC000635,2024-07-14,SKU011,DC02,51,SUP03
REC000636,2024-07-14,SKU017,DC03,75,SUP01
REC000637,2024-07-15,SKU004,DC03,62,SUP04
REC000638,2024-07-15,SKU015,DC01,55,SUP07
REC000639,2024-07-15,SKU021,DC03,20,SUP05
REC000640,2024-07-16,SKU004,DC01,32,SUP04
REC000641,2024-07-16,SKU019,DC02,37,SUP03
REC000642,2024-07-16,SKU023,DC02,17,SUP07
REC000643,2024-07-16,SKU024,DC01,75,SUP08
REC000644,2024-07-17,SKU014,DC01,34,SUP06
REC000645,2024-07-17,SKU019,DC02,34,SUP03
REC000646,2024-07-18,SKU014,DC02,19,SUP06
REC000647,2024-07-19,SKU007,DC03,41,SUP07
REC000648,2024-07-19,SKU012,DC03,21,SUP04
REC000649,2024-07-19,SKU014,DC04,44,SUP06
REC000650,2024-07-19,SKU016,DC03,35,SUP08
REC000651,2024-07-19,SKU020,DC04,17,SUP04
REC000652,2024-07-19,SKU024,DC03,66,SUP08
REC000653,2024-07-20,SKU006,DC04,73,SUP06
REC000654,2024-07-20,SKU018,DC03,45,SUP02
REC000655,2024-07-21,SKU001,DC02,54,SUP01
REC000656,2024-07-21,SKU023,DC03,28,SUP07
REC000657,2024-07-22,SKU008,DC03,24,SUP08
REC000658,2024-07-22,SKU013,DC01,75,SUP05
REC000659,2024-07-22,SKU021,DC02,45,SUP05
REC000660,2024-07-23,SKU014,DC01,43,SUP06
REC000661,2024-07-23,SKU017,DC03,33,SUP01
REC000662,2024-07-23,SKU023,DC04,74,SUP07
REC000663,2024-07-24,SKU005,DC03,15,SUP05
REC000664,2024-07-24,SKU007,DC01,61,SUP07
REC000665,2024-07-25,SKU009,DC01,42,SUP01
REC000666,2024-07-25,SKU019,DC02,31,SUP03
REC000667,2024-07-26,SKU001,DC03,18,SUP01
REC000668,2024-07-27,SKU006,DC04,65,SUP06
REC000669,2024-07-27,SKU013,DC04,56,SUP05
REC000670,2024-07-27,SKU016,DC02,67,SUP08
REC000671,2024-07-27,SKU020,DC04,30,SUP04
REC000672,2024-07-28,SKU009,DC01,71,SUP01
REC000673,2024-07-28,SKU012,DC03,23,SUP04
REC000674,2024-07-28,SKU020,DC02,17,SUP04
REC000675,2024-07-28,SKU022,DC03,49,SUP06
REC000676,2024-07-28,SKU023,DC02,75,SUP07
REC000677,2024-07-29,SKU002,DC02,37,SUP02
REC000678,2024-07-29,SKU004,DC03,70,SUP04
REC000679,2024-07-29,SKU010,DC02,26,SUP02
REC000680,2024-07-29,SKU014,DC01,51,SUP06
REC000681,2024-07-29,SKU019,DC03,56,SUP03
REC000682,2024-07-30,SKU010,DC04,20,SUP02
REC000683,2024-07-30,SKU020,DC02,41,SUP04
REC000684,2024-07-31,SKU014,DC03,59,SUP06
REC000685,2024-08-01,SKU005,DC02,69,SUP05
REC000686,2024-08-01,SKU006,DC04,60,SUP06
REC000687,2024-08-01,SKU011,DC01,59,SUP03
REC000688,2024-08-02,SKU003,DC04,16,SUP03
REC000689,2024-08-02,SKU008,DC01,49,SUP08
REC000690,2024-08-02,SKU010,DC04,28,SUP02
REC000691,2024-08-02,SKU013,DC01,42,SUP05
REC000692,2024-08-02,SKU013,DC02,69,SUP05
REC000693,2024-08-02,SKU024,DC01,21,SUP08
REC000694,2024-08-03,SKU019,DC03,62,SUP03
REC000695,2024-08-04,SKU008,DC04,46,SUP08
REC000696,2024-08-04,SKU013,DC02,34,SUP05
REC000697,2024-08-05,SKU010,DC03,56,SUP02
REC000698,2024-08-05,SKU012,DC01,34,SUP04
REC000699,2024-08-05,SKU013,DC03,60,SUP05
REC000700,2024-08-05,SKU013,DC04,46,SUP05
REC000701,2024-08-05,SKU018,DC02,55,SUP02
REC000702,2024-08-05,SKU023,DC02,59,SUP07
REC000703,2024-08-05,SKU024,DC01,74,SUP08
REC000704,2024-08-06,SKU010,DC03,61,SUP02
REC000705,2024-08-06,SKU012,DC03,68,SUP04
REC000706,2024-08-07,SKU010,DC01,42,SUP02
REC000707,2024-08-07,SKU016,DC03,31,SUP08
REC000708,2024-08-07,SKU020,DC04,32,SUP04
REC000709,2024-08-08,SKU005,DC01,42,SUP05
REC000710,2024-08-08,SKU007,DC01,29,SUP07
REC000711,2024-08-08,SKU009,DC03,63,SUP01
REC000712,2024-08-08,SKU016,DC04,48,SUP08
REC000713,2024-08-08,SKU017,DC02,48,SUP01
REC000714,2024-08-08,SKU024,DC03,71,SUP08
REC000715,2024-08-09,SKU002,DC03,39,SUP02
REC000716,2024-08-09,SKU024,DC04,38,SUP08
REC000717,2024-08-10,SKU003,DC04,53,SUP03
REC000718,2024-08-10,SKU012,DC04,20,SUP04
REC000719,2024-08-11,SKU008,DC03,44,SUP08
REC000720,2024-08-11,SKU011,DC01,22,SUP03
REC000721,2024-08-11,SKU024,DC04,49,SUP08
REC000722,2024-08-12,SKU001,DC04,58,SUP01
REC000723,2024-08-12,SKU011,DC04,52,SUP03
REC000724,2024-08-12,SKU012,DC04,40,SUP04
REC000725,2024-08-12,SKU014,DC01,72,SUP06
REC000726,2024-08-12,SKU017,DC01,39,SUP01
REC000727,2024-08-12,SKU021,DC03,20,SUP05
REC000728,2024-08-13,SKU012,DC04,64,SUP04
REC000729,2024-08-13,SKU018,DC03,60,SUP02
REC000730,2024-08-13,SKU022,DC01,30,SUP06
REC000731,2024-08-13,SKU024,DC04,18,SUP08
REC000732,2024-08-14,SKU002,DC01,54,SUP02
REC000733,2024-08-14,SKU004,DC02,20,SUP04
REC000734,2024-08-14,SKU007,DC01,74,SUP07
REC000735,2024-08-14,SKU010,DC01,46,SUP02
REC000736,2024-08-14,SKU012,DC04,51,SUP04
REC000737,2024-08-14,SKU015,DC02,27,SUP07
REC000738,2024-08-15,SKU001,DC04,39,SUP01
REC000739,2024-08-15,SKU018,DC03,59,SUP02
REC000740,2024-08-15,SKU022,DC02,61,SUP06
REC000741,2024-08-15,SKU023,DC01,71,SUP07
REC000742,2024-08-16,SKU003,DC02,47,SUP03
REC000743,2024-08-16,SKU016,DC04,42,SUP08
REC000744,2024-08-16,SKU018,DC01,45,SUP02
REC000745,2024-08-16,SKU019,DC01,64,SUP03
REC000746,2024-08-16,SKU019,DC03,24,SUP03
REC000747,2024-08-17,SKU004,DC04,48,SUP04
REC000748,2024-08-17,SKU012,DC04,20,SUP04
REC000749,2024-08-17,SKU014,DC04,64,SUP06
REC000750,2024-08-17,SKU018,DC01,59,SUP02
REC000751,2024-08-17,SKU019,DC03,43,SUP03
REC000752,2024-08-18,SKU016,DC01,38,SUP08
REC000753,2024-08-18,SKU017,DC02,60,SUP01
REC000754,2024-08-18,SKU018,DC03,26,SUP02
REC000755,2024-08-18,SKU024,DC01,31,SUP08
REC000756,2024-08-19,SKU008,DC03,70,SUP08
REC000757,2024-08-19,SKU017,DC01,75,SUP01
REC000758,2024-08-20,SKU001,DC04,64,SUP01
REC000759,2024-08-20,SKU004,DC02,19,SUP04
REC000760,2024-08-20,SKU011,DC03,35,SUP03
REC000761,2024-08-20,SKU023,DC01,25,SUP07
REC000762,2024-08-21,SKU002,DC02,20,SUP02
REC000763,2024-08-21,SKU015,DC02,19,SUP07
REC000764,2024-08-21,SKU016,DC03,51,SUP08
REC000765,2024-08-21,SKU018,DC01,42,SUP02
REC000766,2024-08-21,SKU023,DC02,40,SUP07
REC000767,2024-08-22,SKU001,DC02,44,SUP01
REC000768,2024-08-22,SKU006,DC02,69,SUP06
REC000769,2024-08-22,SKU012,DC02,19,SUP04
REC000770,2024-08-22,SKU013,DC01,27,SUP05
REC000771,2024-08-22,SKU014,DC03,64,SUP06
REC000772,2024-08-22,SKU024,DC01,68,SUP08
REC000773,2024-08-23,SKU009,DC04,51,SUP01
REC000774,2024-08-23,SKU022,DC01,24,SUP06
REC000775,2024-08-24,SKU001,DC02,22,SUP01
REC000776,2024-08-24,SKU014,DC04,27,SUP06
REC000777,2024-08-24,SKU022,DC01,69,SUP06
REC000778,2024-08-25,SKU001,DC03,18,SUP01
REC000779,2024-08-25,SKU002,DC02,41,SUP02
REC000780,2024-08-25,SKU006,DC04,27,SUP06
REC000781,2024-08-25,SKU016,DC03,46,SUP08
REC000782,2024-08-25,SKU021,DC04,44,SUP05
REC000783,2024-08-25,SKU023,DC02,26,SUP07
REC000784,2024-08-26,SKU002,DC04,54,SUP02
REC000785,2024-08-26,SKU003,DC03,59,SUP03
REC000786,2024-08-26,SKU006,DC01,37,SUP06
REC000787,2024-08-26,SKU021,DC02,62,SUP05
REC000788,2024-08-26,SKU021,DC03,74,SUP05
REC000789,2024-08-26,SKU022,DC01,28,SUP06
REC000790,2024-08-26,SKU024,DC01,71,SUP08
REC000791,2024-08-27,SKU003,DC01,56,SUP03
REC000792,2024-08-27,SKU004,DC03,17,SUP04
REC000793,2024-08-27,SKU012,DC04,29,SUP04
REC000794,2024-08-27,SKU021,DC03,40,SUP05
REC000795,2024-08-27,SKU023,DC02,60,SUP07
REC000796,2024-08-28,SKU006,DC02,60,SUP06
REC000797,2024-08-28,SKU006,DC04,24,SUP06
REC000798,2024-08-28,SKU007,DC04,56,SUP07
REC000799,2024-08-28,SKU011,DC04,62,SUP03
REC000800,2024-08-28,SKU013,DC04,43,SUP05
REC000801,2024-08-28,SKU020,DC02,16,SUP04
REC000802,2024-08-28,SKU020,DC03,74,SUP04
REC000803,2024-08-29,SKU001,DC02,24,SUP01
REC000804,2024-08-29,SKU001,DC04,60,SUP01
REC000805,2024-08-29,SKU009,DC03,21,SUP01
REC000806,2024-08-29,SKU009,DC04,18,SUP01
REC000807,2024-08-29,SKU011,DC03,70,SUP03
REC000808,2024-08-29,SKU023,DC02,29,SUP07
REC000809,2024-08-30,SKU020,DC02,70,SUP04
REC000810,2024-08-31,SKU018,DC01,72,SUP02
REC000811,2024-08-31,SKU020,DC01,54,SUP04
REC000812,2024-08-31,SKU020,DC02,34,SUP04
REC000813,2024-09-01,SKU010,DC04,70,SUP02
REC000814,2024-09-01,SKU011,DC02,58,SUP03
REC000815,2024-09-01,SKU018,DC03,60,SUP02
REC000816,2024-09-01,SKU019,DC02,47,SUP03
REC000817,2024-09-02,SKU004,DC02,41,SUP04
REC000818,2024-09-02,SKU007,DC01,70,SUP07
REC000819,2024-09-02,SKU008,DC03,28,SUP08
REC000820,2024-09-02,SKU016,DC02,68,SUP08
REC000821,2024-09-03,SKU012,DC04,32,SUP04
REC000822,2024-09-03,SKU014,DC01,67,SUP06
REC000823,2024-09-03,SKU024,DC03,48,SUP08
REC000824,2024-09-04,SKU006,DC02,38,SUP06
REC000825,2024-09-04,SKU017,DC03,69,SUP01
REC000826,2024-09-04,SKU022,DC03,74,SUP06
REC000827,2024-09-05,SKU014,DC03,69,SUP06
REC000828,2024-09-05,SKU023,DC02,25,SUP07
REC000829,2024-09-05,SKU024,DC03,68,SUP08
REC000830,2024-09-06,SKU015,DC04,44,SUP07
REC000831,2024-09-06,SKU018,DC03,47,SUP02
REC000832,2024-09-06,SKU021,DC03,55,SUP05
REC000833,2024-09-06,SKU024,DC02,42,SUP08
REC000834,2024-09-07,SKU009,DC02,68,SUP01
REC000835,2024-09-07,SKU013,DC03,45,SUP05
REC000836,2024-09-07,SKU019,DC03,15,SUP03
REC000837,2024-09-07,SKU021,DC02,60,SUP05
REC000838,2024-09-08,SKU012,DC01,56,SUP04
REC000839,2024-09-08,SKU024,DC01,20,SUP08
REC000840,2024-09-09,SKU009,DC02,24,SUP01
REC000841,2024-09-09,SKU014,DC04,51,SUP06
REC000842,2024-09-09,SKU020,DC04,16,SUP04
REC000843,2024-09-10,SKU006,DC01,49,SUP06
REC000844,2024-09-10,SKU014,DC02,24,SUP06
REC000845,2024-09-11,SKU014,DC02,62,SUP06
REC000846,2024-09-12,SKU001,DC01,60,SUP01
REC000847,2024-09-12,SKU010,DC01,33,SUP02
REC000848,2024-09-12,SKU010,DC03,45,SUP02
REC000849,2024-09-12,SKU011,DC03,33,SUP03
REC000850,2024-09-12,SKU012,DC01,41,SUP04
REC000851,2024-09-12,SKU013,DC04,26,SUP05
REC000852,2024-09-12,SKU018,DC02,50,SUP02
REC000853,2024-09-13,SKU010,DC04,45,SUP02
REC000854,2024-09-13,SKU011,DC02,42,SUP03
REC000855,2024-09-13,SKU012,DC01,58,SUP04
REC000856,2024-09-13,SKU012,DC02,73,SUP04
REC000857,2024-09-14,SKU002,DC01,36,SUP02
REC000858,2024-09-16,SKU001,DC04,31,SUP01
REC000859,2024-09-16,SKU012,DC04,71,SUP04
REC000860,2024-09-16,SKU014,DC01,41,SUP06
REC000861,2024-09-16,SKU016,DC02,50,SUP08
REC000862,2024-09-17,SKU008,DC03,51,SUP08
REC000863,2024-09-17,SKU009,DC03,18,SUP01
REC000864,2024-09-18,SKU001,DC01,30,SUP01
REC000865,2024-09-18,SKU004,DC03,21,SUP04
REC000866,2024-09-18,SKU004,DC04,51,SUP04
REC000867,2024-09-18,SKU018,DC01,75,SUP02
REC000868,2024-09-19,SKU001,DC02,45,SUP01
REC000869,2024-09-19,SKU010,DC03,67,SUP02
REC000870,2024-09-20,SKU002,DC04,18,SUP02
REC000871,2024-09-20,SKU012,DC02,64,SUP04
REC000872,2024-09-21,SKU017,DC04,16,SUP01
REC000873,2024-09-22,SKU007,DC01,48,SUP07
REC000874,2024-09-22,SKU007,DC03,74,SUP07
REC000875,2024-09-22,SKU007,DC04,51,SUP07
REC000876,2024-09-22,SKU009,DC04,30,SUP01
REC000877,2024-09-22,SKU013,DC02,54,SUP05
REC000878,2024-09-22,SKU023,DC03,30,SUP07
REC000879,2024-09-22,SKU023,DC04,62,SUP07
REC000880,2024-09-23,SKU007,DC01,71,SUP07
REC000881,2024-09-23,SKU013,DC02,45,SUP05
REC000882,2024-09-23,SKU017,DC04,20,SUP01
REC000883,2024-09-23,SKU018,DC03,33,SUP02
REC000884,2024-09-23,SKU020,DC02,29,SUP04
REC000885,2024-09-24,SKU002,DC02,44,SUP02
REC000886,2024-09-24,SKU006,DC03,47,SUP06
REC000887,2024-09-25,SKU005,DC04,71,SUP05
REC000888,2024-09-25,SKU015,DC01,62,SUP07
REC000889,2024-09-25,SKU020,DC04,26,SUP04
REC000890,2024-09-25,SKU022,DC02,35,SUP06
REC000891,2024-09-25,SKU023,DC03,27,SUP07
REC000892,2024-09-26,SKU003,DC02,40,SUP03
REC000893,2024-09-26,SKU003,DC03,30,SUP03
REC000894,2024-09-26,SKU004,DC04,71,SUP04
REC000895,2024-09-26,SKU006,DC01,65,SUP06
REC000896,2024-09-26,SKU008,DC03,28,SUP08
REC000897,2024-09-26,SKU020,DC03,50,SUP04
REC000898,2024-09-26,SKU021,DC04,15,SUP05
REC000899,2024-09-27,SKU003,DC02,20,SUP03
REC000900,2024-09-27,SKU004,DC03,57,SUP04
REC000901,2024-09-27,SKU006,DC03,37,SUP06
REC000902,2024-09-27,SKU021,DC02,33,SUP05
REC000903,2024-09-28,SKU010,DC03,21,SUP02
REC000904,2024-09-28,SKU017,DC04,43,SUP01
REC000905,2024-09-28,SKU018,DC03,33,SUP02
REC000906,2024-09-28,SKU024,DC01,69,SUP08
REC000907,2024-09-29,SKU004,DC04,33,SUP04
REC000908,2024-09-29,SKU005,DC01,67,SUP05
REC000909,2024-09-30,SKU011,DC01,41,SUP03
REC000910,2024-09-30,SKU020,DC01,61,SUP04
REC000911,2024-10-02,SKU001,DC04,72,SUP01
REC000912,2024-10-02,SKU002,DC01,66,SUP02
REC000913,2024-10-02,SKU011,DC01,57,SUP03
REC000914,2024-10-02,SKU023,DC03,34,SUP07
REC000915,2024-10-03,SKU002,DC02,66,SUP02
REC000916,2024-10-03,SKU005,DC02,30,SUP05
REC000917,2024-10-03,SKU009,DC03,47,SUP01
REC000918,2024-10-03,SKU012,DC03,19,SUP04
REC000919,2024-10-03,SKU022,DC04,51,SUP06
REC000920,2024-10-04,SKU005,DC04,22,SUP05
REC000921,2024-10-04,SKU008,DC04,70,SUP08
REC000922,2024-10-04,SKU010,DC04,48,SUP02
REC000923,2024-10-04,SKU018,DC02,35,SUP02
REC000924,2024-10-04,SKU019,DC01,21,SUP03
REC000925,2024-10-05,SKU004,DC02,37,SUP04
REC000926,2024-10-05,SKU015,DC03,19,SUP07
REC000927,2024-10-05,SKU018,DC04,48,SUP02
REC000928,2024-10-06,SKU006,DC02,26,SUP06
REC000929,2024-10-06,SKU023,DC03,45,SUP07
REC000930,2024-10-06,SKU024,DC02,64,SUP08
REC000931,2024-10-07,SKU009,DC03,28,SUP01
REC000932,2024-10-07,SKU012,DC04,22,SUP04
REC000933,2024-10-07,SKU019,DC02,24,SUP03
REC000934,2024-10-08,SKU003,DC02,17,SUP03
REC000935,2024-10-08,SKU004,DC03,62,SUP04
REC000936,2024-10-08,SKU005,DC02,45,SUP05
REC000937,2024-10-08,SKU012,DC02,19,SUP04
REC000938,2024-10-08,SKU016,DC04,55,SUP08
REC000939,2024-10-08,SKU019,DC04,31,SUP03
REC000940,2024-10-08,SKU023,DC02,18,SUP07
REC000941,2024-10-09,SKU013,DC04,33,SUP05
REC000942,2024-10-09,SKU023,DC03,51,SUP07
REC000943,2024-10-09,SKU024,DC04,45,SUP08
REC000944,2024-10-10,SKU008,DC01,24,SUP08
REC000945,2024-10-10,SKU019,DC04,67,SUP03
REC000946,2024-10-10,SKU023,DC01,16,SUP07
REC000947,2024-10-11,SKU024,DC03,62,SUP08
REC000948,2024-10-12,SKU005,DC01,36,SUP05
REC000949,2024-10-12,SKU015,DC02,58,SUP07
REC000950,2024-10-13,SKU002,DC01,51,SUP02
REC000951,2024-10-13,SKU005,DC02,70,SUP05
REC000952,2024-10-13,SKU015,DC04,41,SUP07
REC000953,2024-10-13,SKU017,DC03,47,SUP01
REC000954,2024-10-13,SKU021,DC02,72,SUP05
REC000955,2024-10-14,SKU001,DC03,27,SUP01
REC000956,2024-10-14,SKU007,DC03,61,SUP07
REC000957,2024-10-14,SKU013,DC02,70,SUP05
REC000958,2024-10-14,SKU022,DC02,54,SUP06
REC000959,2024-10-15,SKU003,DC03,57,SUP03
REC000960,2024-10-15,SKU012,DC01,73,SUP04
REC000961,2024-10-16,SKU003,DC01,30,SUP03
REC000962,2024-10-16,SKU003,DC02,57,SUP03
REC000963,2024-10-16,SKU009,DC04,17,SUP01
REC000964,2024-10-16,SKU019,DC01,55,SUP03
REC000965,2024-10-16,SKU022,DC02,21,SUP06
REC000966,2024-10-16,SKU024,DC03,46,SUP08
REC000967,2024-10-17,SKU001,DC03,64,SUP01
REC000968,2024-10-17,SKU005,DC04,40,SUP05
REC000969,2024-10-17,SKU022,DC03,33,SUP06
REC000970,2024-10-19,SKU012,DC01,37,SUP04
REC000971,2024-10-19,SKU013,DC03,37,SUP05
REC000972,2024-10-19,SKU016,DC03,49,SUP08
REC000973,2024-10-19,SKU018,DC01,59,SUP02
REC000974,2024-10-20,SKU008,DC01,23,SUP08
REC000975,2024-10-20,SKU015,DC01,66,SUP07
REC000976,2024-10-20,SKU016,DC02,72,SUP08
REC000977,2024-10-20,SKU022,DC02,58,SUP06
REC000978,2024-10-20,SKU023,DC04,52,SUP07
REC000979,2024-10-21,SKU012,DC01,26,SUP04
REC000980,2024-10-22,SKU004,DC01,38,SUP04
REC000981,2024-10-22,SKU004,DC03,32,SUP04
REC000982,2024-10-22,SKU014,DC04,70,SUP06
REC000983,2024-10-22,SKU022,DC04,46,SUP06
REC000984,2024-10-23,SKU008,DC03,33,SUP08
REC000985,2024-10-23,SKU010,DC01,71,SUP02
REC000986,2024-10-23,SKU020,DC04,35,SUP04
REC000987,2024-10-23,SKU022,DC04,49,SUP06
REC000988,2024-10-24,SKU007,DC04,15,SUP07
REC000989,2024-10-24,SKU009,DC03,52,SUP01
REC000990,2024-10-24,SKU015,DC03,51,SUP07
REC000991,2024-10-24,SKU016,DC02,41,SUP08
REC000992,2024-10-24,SKU018,DC02,74,SUP02
REC000993,2024-10-25,SKU004,DC01,71,SUP04
REC000994,2024-10-25,SKU018,DC03,51,SUP02
REC000995,2024-10-25,SKU021,DC02,60,SUP05
