snapshot_date,sku,location_id,opening_quantity,units_sold,units_received,closing_quantity
2024-05-10,SKU001,DC01,199,2,0,197
2024-05-10,SKU001,DC02,74,0,0,74
2024-05-10,SKU001,DC03,173,0,0,173
2024-05-10,SKU001,DC04,332,0,0,332
2024-05-10,SKU002,DC01,255,1,0,254
2024-05-10,SKU002,DC02,126,1,0,125
2024-05-10,SKU002,DC03,407,1,0,406
2024-05-10,SKU002,DC04,333,1,0,332
2024-05-10,SKU003,DC01,121,2,0,119
2024-05-10,SKU003,DC02,80,3,0,77
2024-05-10,SKU003,DC03,0,0,0,0
2024-05-10,SKU003,DC04,39,2,0,37
2024-05-10,SKU004,DC01,181,3,0,178
2024-05-10,SKU004,DC02,77,3,0,74
2024-05-10,SKU004,DC03,0,0,0,0
2024-05-10,SKU004,DC04,89,4,43,128
2024-05-10,SKU005,DC01,0,0,0,0
2024-05-10,SKU005,DC02,59,2,0,57
2024-05-10,SKU005,DC03,17,4,0,13
2024-05-10,SKU005,DC04,72,2,0,70
2024-05-10,SKU006,DC01,26,3,0,23
2024-05-10,SKU006,DC02,74,2,0,72
2024-05-10,SKU006,DC03,48,2,0,46
2024-05-10,SKU006,DC04,65,1,0,64
2024-05-10,SKU007,DC01,227,0,0,227
2024-05-10,SKU007,DC02,191,0,0,191
2024-05-10,SKU007,DC03,203,0,0,203
2024-05-10,SKU007,DC04,190,0,0,190
2024-05-10,SKU008,DC01,252,1,0,251
2024-05-10,SKU008,DC02,229,1,0,228
2024-05-10,SKU008,DC03,54,2,0,52
2024-05-10,SKU008,DC04,136,2,0,134
2024-05-10,SKU009,DC01,115,2,0,113
2024-05-10,SKU009,DC02,314,1,0,313
2024-05-10,SKU009,DC03,146,1,0,145
2024-05-10,SKU009,DC04,5,1,0,4
2024-05-10,SKU010,DC01,30,2,0,28
2024-05-10,SKU010,DC02,0,0,0,0
2024-05-10,SKU010,DC03,0,0,0,0
2024-05-10,SKU010,DC04,22,2,0,20
2024-05-10,SKU011,DC01,106,3,0,103
2024-05-10,SKU011,DC02,20,2,0,18
2024-05-10,SKU011,DC03,64,3,0,61
2024-05-10,SKU011,DC04,139,3,0,136
2024-05-10,SKU012,DC01,141,1,0,140
2024-05-10,SKU012,DC02,116,0,0,116
2024-05-10,SKU012,DC03,191,1,0,190
2024-05-10,SKU012,DC04,240,2,0,238
2024-05-10,SKU013,DC01,0,0,0,0
2024-05-10,SKU013,DC02,0,0,0,0
2024-05-10,SKU013,DC03,69,3,0,66
2024-05-10,SKU013,DC04,0,0,0,0
2024-05-10,SKU014,DC01,0,0,0,0
2024-05-10,SKU014,DC02,0,0,0,0
2024-05-10,SKU014,DC03,145,3,0,142
2024-05-10,SKU014,DC04,136,4,0,132
2024-05-10,SKU015,DC01,18,0,0,18
2024-05-10,SKU015,DC02,159,0,0,159
2024-05-10,SKU015,DC03,204,0,0,204
2024-05-10,SKU015,DC04,294,0,0,294
2024-05-10,SKU016,DC01,32,2,0,30
2024-05-10,SKU016,DC02,0,0,0,0
2024-05-10,SKU016,DC03,48,1,0,47
2024-05-10,SKU016,DC04,0,0,0,0
2024-05-10,SKU017,DC01,81,4,0,77
2024-05-10,SKU017,DC02,18,3,0,15
2024-05-10,SKU017,DC03,44,3,0,41
2024-05-10,SKU017,DC04,0,0,33,33
2024-05-10,SKU018,DC01,2,2,0,0
2024-05-10,SKU018,DC02,84,0,0,84
2024-05-10,SKU018,DC03,70,1,0,69
2024-05-10,SKU018,DC04,34,3,0,31
2024-05-10,SKU019,DC01,0,0,0,0
2024-05-10,SKU019,DC02,177,3,0,174
2024-05-10,SKU019,DC03,17,2,0,15
2024-05-10,SKU019,DC04,0,0,0,0
2024-05-10,SKU020,DC01,16,3,72,85
2024-05-10,SKU020,DC02,0,0,0,0
2024-05-10,SKU020,DC03,42,1,0,41
2024-05-10,SKU020,DC04,88,2,0,86
2024-05-10,SKU021,DC01,228,2,0,226
2024-05-10,SKU021,DC02,185,1,0,184
2024-05-10,SKU021,DC03,71,2,0,69
2024-05-10,SKU021,DC04,105,1,0,104
2024-05-10,SKU022,DC01,0,0,0,0
2024-05-10,SKU022,DC02,0,0,0,0
2024-05-10,SKU022,DC03,0,0,0,0
2024-05-10,SKU022,DC04,0,0,34,34
2024-05-10,SKU023,DC01,90,1,0,89
2024-05-10,SKU023,DC02,97,2,0,95
2024-05-10,SKU023,DC03,55,2,0,53
2024-05-10,SKU023,DC04,0,0,0,0
2024-05-10,SKU024,DC01,49,2,0,47
2024-05-10,SKU024,DC02,0,0,0,0
2024-05-10,SKU024,DC03,120,3,0,117
2024-05-10,SKU024,DC04,201,1,0,200
2024-05-11,SKU001,DC01,197,0,0,197
2024-05-11,SKU001,DC02,74,0,0,74
2024-05-11,SKU001,DC03,173,1,0,172
2024-05-11,SKU001,DC04,332,0,0,332
2024-05-11,SKU002,DC01,254,1,0,253
2024-05-11,SKU002,DC02,125,1,0,124
2024-05-11,SKU002,DC03,406,1,0,405
2024-05-11,SKU002,DC04,332,1,0,331
2024-05-11,SKU003,DC01,119,2,0,117
2024-05-11,SKU003,DC02,77,2,0,75
2024-05-11,SKU003,DC03,0,0,0,0
2024-05-11,SKU003,DC04,37,2,0,35
2024-05-11,SKU004,DC01,178,1,0,177
2024-05-11,SKU004,DC02,74,4,0,70
2024-05-11,SKU004,DC03,0,0,0,0
2024-05-11,SKU004,DC04,128,1,0,127
2024-05-11,SKU005,DC01,0,0,0,0
2024-05-11,SKU005,DC02,57,3,0,54
2024-05-11,SKU005,DC03,13,2,0,11
2024-05-11,SKU005,DC04,70,4,0,66
2024-05-11,SKU006,DC01,23,5,0,18
2024-05-11,SKU006,DC02,72,4,0,68
2024-05-11,SKU006,DC03,46,3,0,43
2024-05-11,SKU006,DC04,64,3,0,61
2024-05-11,SKU007,DC01,227,0,0,227
2024-05-11,SKU007,DC02,191,0,0,191
2024-05-11,SKU007,DC03,203,0,0,203
2024-05-11,SKU007,DC04,190,0,0,190
2024-05-11,SKU008,DC01,251,1,0,250
2024-05-11,SKU008,DC02,228,2,0,226
2024-05-11,SKU008,DC03,52,2,0,50
2024-05-11,SKU008,DC04,134,2,0,132
2024-05-11,SKU009,DC01,113,1,0,112
2024-05-11,SKU009,DC02,313,1,0,312
2024-05-11,SKU009,DC03,145,1,0,144
2024-05-11,SKU009,DC04,4,1,0,3
2024-05-11,SKU010,DC01,28,2,0,26
2024-05-11,SKU010,DC02,0,0,0,0
2024-05-11,SKU010,DC03,0,0,0,0
2024-05-11,SKU010,DC04,20,2,0,18
2024-05-11,SKU011,DC01,103,2,0,101
2024-05-11,SKU011,DC02,18,3,0,15
2024-05-11,SKU011,DC03,61,3,0,58
2024-05-11,SKU011,DC04,136,2,0,134
2024-05-11,SKU012,DC01,140,1,0,139
2024-05-11,SKU012,DC02,116,1,0,115
2024-05-11,SKU012,DC03,190,1,0,189
2024-05-11,SKU012,DC04,238,1,0,237
2024-05-11,SKU013,DC01,0,0,0,0
2024-05-11,SKU013,DC02,0,0,0,0
2024-05-11,SKU013,DC03,66,3,17,80
2024-05-11,SKU013,DC04,0,0,0,0
2024-05-11,SKU014,DC01,0,0,0,0
2024-05-11,SKU014,DC02,0,0,0,0
2024-05-11,SKU014,DC03,142,3,0,139
2024-05-11,SKU014,DC04,132,2,0,130
2024-05-11,SKU015,DC01,18,0,0,18
2024-05-11,SKU015,DC02,159,0,0,159
2024-05-11,SKU015,DC03,204,0,0,204
2024-05-11,SKU015,DC04,294,0,0,294
2024-05-11,SKU016,DC01,30,2,0,28
2024-05-11,SKU016,DC02,0,0,0,0
2024-05-11,SKU016,DC03,47,2,0,45
2024-05-11,SKU016,DC04,0,0,0,0
2024-05-11,SKU017,DC01,77,2,0,75
2024-05-11,SKU017,DC02,15,0,0,15
2024-05-11,SKU017,DC03,41,4,0,37
2024-05-11,SKU017,DC04,33,3,0,30
2024-05-11,SKU018,DC01,0,0,0,0
2024-05-11,SKU018,DC02,84,2,0,82
2024-05-11,SKU018,DC03,69,1,0,68
2024-05-11,SKU018,DC04,31,2,0,29
2024-05-11,SKU019,DC01,0,0,0,0
2024-05-11,SKU019,DC02,174,3,0,171
2024-05-11,SKU019,DC03,15,2,0,13
2024-05-11,SKU019,DC04,0,0,0,0
2024-05-11,SKU020,DC01,85,2,0,83
2024-05-11,SKU020,DC02,0,0,0,0
2024-05-11,SKU020,DC03,41,3,0,38
2024-05-11,SKU020,DC04,86,1,0,85
2024-05-11,SKU021,DC01,226,2,0,224
2024-05-11,SKU021,DC02,184,0,0,184
2024-05-11,SKU021,DC03,69,1,0,68
2024-05-11,SKU021,DC04,104,1,0,103
2024-05-11,SKU022,DC01,0,0,0,0
2024-05-11,SKU022,DC02,0,0,0,0
2024-05-11,SKU022,DC03,0,0,0,0
2024-05-11,SKU022,DC04,34,4,0,30
2024-05-11,SKU023,DC01,89,2,0,87
2024-05-11,SKU023,DC02,95,2,0,93
2024-05-11,SKU023,DC03,53,1,0,52
2024-05-11,SKU023,DC04,0,0,0,0
2024-05-11,SKU024,DC01,47,1,23,69
2024-05-11,SKU024,DC02,0,0,0,0
2024-05-11,SKU024,DC03,117,3,0,114
2024-05-11,SKU024,DC04,200,2,24,222
2024-05-12,SKU001,DC01,197,1,0,196
2024-05-12,SKU001,DC02,74,0,0,74
2024-05-12,SKU001,DC03,172,1,0,171
2024-05-12,SKU001,DC04,332,1,0,331
2024-05-12,SKU002,DC01,253,0,0,253
2024-05-12,SKU002,DC02,124,1,0,123
2024-05-12,SKU002,DC03,405,0,0,405
2024-05-12,SKU002,DC04,331,0,0,331
2024-05-12,SKU003,DC01,117,3,0,114
2024-05-12,SKU003,DC02,75,2,0,73
2024-05-12,SKU003,DC03,0,0,0,0
2024-05-12,SKU003,DC04,35,2,0,33
2024-05-12,SKU004,DC01,177,4,0,173
2024-05-12,SKU004,DC02,70,3,0,67
2024-05-12,SKU004,DC03,0,0,0,0
2024-05-12,SKU004,DC04,127,2,0,125
2024-05-12,SKU005,DC01,0,0,0,0
2024-05-12,SKU005,DC02,54,3,0,51
2024-05-12,SKU005,DC03,11,0,0,11
2024-05-12,SKU005,DC04,66,3,0,63
2024-05-12,SKU006,DC01,18,1,0,17
2024-05-12,SKU006,DC02,68,3,0,65
2024-05-12,SKU006,DC03,43,3,0,40
2024-05-12,SKU006,DC04,61,2,0,59
2024-05-12,SKU007,DC01,227,0,0,227
2024-05-12,SKU007,DC02,191,1,0,190
2024-05-12,SKU007,DC03,203,0,0,203
2024-05-12,SKU007,DC04,190,0,0,190
2024-05-12,SKU008,DC01,250,1,0,249
2024-05-12,SKU008,DC02,226,1,0,225
2024-05-12,SKU008,DC03,50,1,0,49
2024-05-12,SKU008,DC04,132,0,0,132
2024-05-12,SKU009,DC01,112,2,0,110
2024-05-12,SKU009,DC02,312,0,0,312
2024-05-12,SKU009,DC03,144,1,0,143
2024-05-12,SKU009,DC04,3,1,0,2
2024-05-12,SKU010,DC01,26,2,0,24
2024-05-12,SKU010,DC02,0,0,0,0
2024-05-12,SKU010,DC03,0,0,0,0
2024-05-12,SKU010,DC04,18,3,0,15
2024-05-12,SKU011,DC01,101,2,0,99
2024-05-12,SKU011,DC02,15,0,0,15
2024-05-12,SKU011,DC03,58,4,0,54
2024-05-12,SKU011,DC04,134,1,0,133
2024-05-12,SKU012,DC01,139,0,0,139
2024-05-12,SKU012,DC02,115,0,0,115
2024-05-12,SKU012,DC03,189,1,0,188
2024-05-12,SKU012,DC04,237,1,0,236
2024-05-12,SKU013,DC01,0,0,0,0
2024-05-12,SKU013,DC02,0,0,0,0
2024-05-12,SKU013,DC03,80,1,0,79
2024-05-12,SKU013,DC04,0,0,17,17
2024-05-12,SKU014,DC01,0,0,0,0
2024-05-12,SKU014,DC02,0,0,0,0
2024-05-12,SKU014,DC03,139,3,0,136
2024-05-12,SKU014,DC04,130,3,0,127
2024-05-12,SKU015,DC01,18,0,0,18
2024-05-12,SKU015,DC02,159,0,0,159
2024-05-12,SKU015,DC03,204,1,0,203
2024-05-12,SKU015,DC04,294,0,0,294
2024-05-12,SKU016,DC01,28,5,0,23
2024-05-12,SKU016,DC02,0,0,0,0
2024-05-12,SKU016,DC03,45,3,0,42
2024-05-12,SKU016,DC04,0,0,0,0
2024-05-12,SKU017,DC01,75,3,0,72
2024-05-12,SKU017,DC02,15,4,0,11
2024-05-12,SKU017,DC03,37,1,0,36
2024-05-12,SKU017,DC04,30,2,0,28
2024-05-12,SKU018,DC01,0,0,0,0
2024-05-12,SKU018,DC02,82,0,0,82
2024-05-12,SKU018,DC03,68,1,0,67
2024-05-12,SKU018,DC04,29,3,0,26
2024-05-12,SKU019,DC01,0,0,0,0
2024-05-12,SKU019,DC02,171,0,0,171
2024-05-12,SKU019,DC03,13,2,0,11
2024-05-12,SKU019,DC04,0,0,0,0
2024-05-12,SKU020,DC01,83,2,0,81
2024-05-12,SKU020,DC02,0,0,0,0
2024-05-12,SKU020,DC03,38,2,0,36
2024-05-12,SKU020,DC04,85,2,0,83
2024-05-12,SKU021,DC01,224,2,0,222
2024-05-12,SKU021,DC02,184,2,0,182
2024-05-12,SKU021,DC03,68,1,0,67
2024-05-12,SKU021,DC04,103,1,0,102
2024-05-12,SKU022,DC01,0,0,0,0
2024-05-12,SKU022,DC02,0,0,0,0
2024-05-12,SKU022,DC03,0,0,0,0
2024-05-12,SKU022,DC04,30,4,0,26
2024-05-12,SKU023,DC01,87,2,0,85
2024-05-12,SKU023,DC02,93,1,0,92
2024-05-12,SKU023,DC03,52,1,0,51
2024-05-12,SKU023,DC04,0,0,0,0
2024-05-12,SKU024,DC01,69,3,0,66
2024-05-12,SKU024,DC02,0,0,0,0
2024-05-12,SKU024,DC03,114,1,0,113
2024-05-12,SKU024,DC04,222,2,0,220
2024-05-13,SKU001,DC01,196,1,0,195
2024-05-13,SKU001,DC02,74,0,0,74
2024-05-13,SKU001,DC03,171,1,0,170
2024-05-13,SKU001,DC04,331,0,0,331
2024-05-13,SKU002,DC01,253,0,0,253
2024-05-13,SKU002,DC02,123,1,0,122
2024-05-13,SKU002,DC03,405,1,0,404
2024-05-13,SKU002,DC04,331,1,0,330
2024-05-13,SKU003,DC01,114,3,0,111
2024-05-13,SKU003,DC02,73,3,0,70
2024-05-13,SKU003,DC03,0,0,0,0
2024-05-13,SKU003,DC04,33,2,0,31
2024-05-13,SKU004,DC01,173,2,0,171
2024-05-13,SKU004,DC02,67,2,0,65
2024-05-13,SKU004,DC03,0,0,0,0
2024-05-13,SKU004,DC04,125,2,0,123
2024-05-13,SKU005,DC01,0,0,0,0
2024-05-13,SKU005,DC02,51,2,0,49
2024-05-13,SKU005,DC03,11,3,0,8
2024-05-13,SKU005,DC04,63,3,0,60
2024-05-13,SKU006,DC01,17,2,0,15
2024-05-13,SKU006,DC02,65,5,0,60
2024-05-13,SKU006,DC03,40,2,0,38
2024-05-13,SKU006,DC04,59,3,0,56
2024-05-13,SKU007,DC01,227,0,0,227
2024-05-13,SKU007,DC02,190,0,0,190
2024-05-13,SKU007,DC03,203,0,39,242
2024-05-13,SKU007,DC04,190,0,0,190
2024-05-13,SKU008,DC01,249,2,0,247
2024-05-13,SKU008,DC02,225,1,0,224
2024-05-13,SKU008,DC03,49,2,0,47
2024-05-13,SKU008,DC04,132,1,0,131
2024-05-13,SKU009,DC01,110,2,0,108
2024-05-13,SKU009,DC02,312,2,0,310
2024-05-13,SKU009,DC03,143,1,0,142
2024-05-13,SKU009,DC04,2,2,0,0
2024-05-13,SKU010,DC01,24,3,61,82
2024-05-13,SKU010,DC02,0,0,0,0
2024-05-13,SKU010,DC03,0,0,0,0
2024-05-13,SKU010,DC04,15,1,0,14
2024-05-13,SKU011,DC01,99,1,0,98
2024-05-13,SKU011,DC02,15,4,0,11
2024-05-13,SKU011,DC03,54,1,0,53
2024-05-13,SKU011,DC04,133,3,0,130
2024-05-13,SKU012,DC01,139,1,0,138
2024-05-13,SKU012,DC02,115,0,0,115
2024-05-13,SKU012,DC03,188,1,0,187
2024-05-13,SKU012,DC04,236,1,0,235
2024-05-13,SKU013,DC01,0,0,0,0
2024-05-13,SKU013,DC02,0,0,0,0
2024-05-13,SKU013,DC03,79,2,0,77
2024-05-13,SKU013,DC04,17,3,0,14
2024-05-13,SKU014,DC01,0,0,0,0
2024-05-13,SKU014,DC02,0,0,0,0
2024-05-13,SKU014,DC03,136,3,27,160
2024-05-13,SKU014,DC04,127,3,0,124
2024-05-13,SKU015,DC01,18,0,0,18
2024-05-13,SKU015,DC02,159,0,0,159
2024-05-13,SKU015,DC03,203,1,0,202
2024-05-13,SKU015,DC04,294,0,0,294
2024-05-13,SKU016,DC01,23,3,0,20
2024-05-13,SKU016,DC02,0,0,0,0
2024-05-13,SKU016,DC03,42,3,0,39
2024-05-13,SKU016,DC04,0,0,0,0
2024-05-13,SKU017,DC01,72,1,0,71
2024-05-13,SKU017,DC02,11,3,33,41
2024-05-13,SKU017,DC03,36,1,0,35
2024-05-13,SKU017,DC04,28,5,0,23
2024-05-13,SKU018,DC01,0,0,0,0
2024-05-13,SKU018,DC02,82,2,0,80
2024-05-13,SKU018,DC03,67,3,0,64
2024-05-13,SKU018,DC04,26,0,0,26
2024-05-13,SKU019,DC01,0,0,0,0
2024-05-13,SKU019,DC02,171,1,0,170
2024-05-13,SKU019,DC03,11,2,0,9
2024-05-13,SKU019,DC04,0,0,0,0
2024-05-13,SKU020,DC01,81,3,0,78
2024-05-13,SKU020,DC02,0,0,0,0
2024-05-13,SKU020,DC03,36,2,0,34
2024-05-13,SKU020,DC04,83,1,0,82
2024-05-13,SKU021,DC01,222,1,0,221
2024-05-13,SKU021,DC02,182,2,0,180
2024-05-13,SKU021,DC03,67,1,0,66
2024-05-13,SKU021,DC04,102,1,0,101
2024-05-13,SKU022,DC01,0,0,0,0
2024-05-13,SKU022,DC02,0,0,0,0
2024-05-13,SKU022,DC03,0,0,0,0
2024-05-13,SKU022,DC04,26,3,42,65
2024-05-13,SKU023,DC01,85,1,0,84
2024-05-13,SKU023,DC02,92,1,0,91
2024-05-13,SKU023,DC03,51,3,0,48
2024-05-13,SKU023,DC04,0,0,0,0
2024-05-13,SKU024,DC01,66,2,0,64
2024-05-13,SKU024,DC02,0,0,0,0
2024-05-13,SKU024,DC03,113,2,0,111
2024-05-13,SKU024,DC04,220,2,0,218
2024-05-14,SKU001,DC01,195,0,0,195
2024-05-14,SKU001,DC02,74,1,0,73
2024-05-14,SKU001,DC03,170,1,0,169
2024-05-14,SKU001,DC04,331,0,0,331
2024-05-14,SKU002,DC01,253,1,0,252
2024-05-14,SKU002,DC02,122,1,0,121
2024-05-14,SKU002,DC03,404,1,0,403
2024-05-14,SKU002,DC04,330,1,0,329
2024-05-14,SKU003,DC01,111,2,0,109
2024-05-14,SKU003,DC02,70,2,0,68
2024-05-14,SKU003,DC03,0,0,0,0
2024-05-14,SKU003,DC04,31,3,0,28
2024-05-14,SKU004,DC01,171,2,0,169
2024-05-14,SKU004,DC02,65,2,0,63
2024-05-14,SKU004,DC03,0,0,0,0
2024-05-14,SKU004,DC04,123,2,29,150
2024-05-14,SKU005,DC01,0,0,0,0
2024-05-14,SKU005,DC02,49,3,0,46
2024-05-14,SKU005,DC03,8,3,0,5
2024-05-14,SKU005,DC04,60,2,0,58
2024-05-14,SKU006,DC01,15,4,0,11
2024-05-14,SKU006,DC02,60,2,0,58
2024-05-14,SKU006,DC03,38,4,0,34
2024-05-14,SKU006,DC04,56,3,0,53
2024-05-14,SKU007,DC01,227,0,63,290
2024-05-14,SKU007,DC02,190,0,0,190
2024-05-14,SKU007,DC03,242,0,0,242
2024-05-14,SKU007,DC04,190,0,0,190
2024-05-14,SKU008,DC01,247,1,0,246
2024-05-14,SKU008,DC02,224,2,0,222
2024-05-14,SKU008,DC03,47,2,0,45
2024-05-14,SKU008,DC04,131,1,0,130
2024-05-14,SKU009,DC01,108,2,0,106
2024-05-14,SKU009,DC02,310,1,0,309
2024-05-14,SKU009,DC03,142,1,0,141
2024-05-14,SKU009,DC04,0,0,0,0
2024-05-14,SKU010,DC01,82,2,0,80
2024-05-14,SKU010,DC02,0,0,0,0
2024-05-14,SKU010,DC03,0,0,0,0
2024-05-14,SKU010,DC04,14,3,0,11
2024-05-14,SKU011,DC01,98,2,0,96
2024-05-14,SKU011,DC02,11,3,0,8
2024-05-14,SKU011,DC03,53,2,0,51
2024-05-14,SKU011,DC04,130,2,0,128
2024-05-14,SKU012,DC01,138,1,0,137
2024-05-14,SKU012,DC02,115,1,0,114
2024-05-14,SKU012,DC03,187,1,26,212
2024-05-14,SKU012,DC04,235,0,0,235
2024-05-14,SKU013,DC01,0,0,0,0
2024-05-14,SKU013,DC02,0,0,0,0
2024-05-14,SKU013,DC03,77,3,0,74
2024-05-14,SKU013,DC04,14,3,0,11
2024-05-14,SKU014,DC01,0,0,0,0
2024-05-14,SKU014,DC02,0,0,0,0
2024-05-14,SKU014,DC03,160,2,0,158
2024-05-14,SKU014,DC04,124,3,0,121
2024-05-14,SKU015,DC01,18,0,0,18
2024-05-14,SKU015,DC02,159,0,0,159
2024-05-14,SKU015,DC03,202,0,0,202
2024-05-14,SKU015,DC04,294,0,0,294
2024-05-14,SKU016,DC01,20,1,0,19
2024-05-14,SKU016,DC02,0,0,0,0
2024-05-14,SKU016,DC03,39,4,0,35
2024-05-14,SKU016,DC04,0,0,0,0
2024-05-14,SKU017,DC01,71,2,0,69
2024-05-14,SKU017,DC02,41,3,0,38
2024-05-14,SKU017,DC03,35,0,0,35
2024-05-14,SKU017,DC04,23,3,0,20
2024-05-14,SKU018,DC01,0,0,0,0
2024-05-14,SKU018,DC02,80,2,22,100
2024-05-14,SKU018,DC03,64,1,0,63
2024-05-14,SKU018,DC04,26,1,0,25
2024-05-14,SKU019,DC01,0,0,0,0
2024-05-14,SKU019,DC02,170,2,0,168
2024-05-14,SKU019,DC03,9,2,0,7
2024-05-14,SKU019,DC04,0,0,0,0
2024-05-14,SKU020,DC01,78,2,0,76
2024-05-14,SKU020,DC02,0,0,0,0
2024-05-14,SKU020,DC03,34,3,0,31
2024-05-14,SKU020,DC04,82,2,0,80
2024-05-14,SKU021,DC01,221,0,23,244
2024-05-14,SKU021,DC02,180,2,0,178
2024-05-14,SKU021,DC03,66,1,0,65
2024-05-14,SKU021,DC04,101,1,0,100
2024-05-14,SKU022,DC01,0,0,0,0
2024-05-14,SKU022,DC02,0,0,0,0
2024-05-14,SKU022,DC03,0,0,0,0
2024-05-14,SKU022,DC04,65,2,0,63
2024-05-14,SKU023,DC01,84,2,0,82
2024-05-14,SKU023,DC02,91,3,0,88
2024-05-14,SKU023,DC03,48,2,0,46
2024-05-14,SKU023,DC04,0,0,0,0
2024-05-14,SKU024,DC01,64,1,0,63
2024-05-14,SKU024,DC02,0,0,0,0
2024-05-14,SKU024,DC03,111,2,0,109
2024-05-14,SKU024,DC04,218,2,0,216
2024-05-15,SKU001,DC01,195,0,0,195
2024-05-15,SKU001,DC02,73,0,0,73
2024-05-15,SKU001,DC03,169,0,0,169
2024-05-15,SKU001,DC04,331,0,0,331
2024-05-15,SKU002,DC01,252,0,0,252
2024-05-15,SKU002,DC02,121,0,0,121
2024-05-15,SKU002,DC03,403,1,0,402
2024-05-15,SKU002,DC04,329,2,0,327
2024-05-15,SKU003,DC01,109,1,0,108
2024-05-15,SKU003,DC02,68,2,0,66
2024-05-15,SKU003,DC03,0,0,0,0
2024-05-15,SKU003,DC04,28,2,50,76
2024-05-15,SKU004,DC01,169,2,0,167
2024-05-15,SKU004,DC02,63,2,0,61
2024-05-15,SKU004,DC03,0,0,0,0
2024-05-15,SKU004,DC04,150,3,0,147
2024-05-15,SKU005,DC01,0,0,0,0
2024-05-15,SKU005,DC02,46,3,0,43
2024-05-15,SKU005,DC03,5,1,0,4
2024-05-15,SKU005,DC04,58,5,0,53
2024-05-15,SKU006,DC01,11,2,0,9
2024-05-15,SKU006,DC02,58,2,0,56
2024-05-15,SKU006,DC03,34,4,0,30
2024-05-15,SKU006,DC04,53,2,0,51
2024-05-15,SKU007,DC01,290,0,0,290
2024-05-15,SKU007,DC02,190,0,0,190
2024-05-15,SKU007,DC03,242,0,48,290
2024-05-15,SKU007,DC04,190,0,0,190
2024-05-15,SKU008,DC01,246,1,0,245
2024-05-15,SKU008,DC02,222,1,0,221
2024-05-15,SKU008,DC03,45,2,0,43
2024-05-15,SKU008,DC04,130,0,0,130
2024-05-15,SKU009,DC01,106,2,0,104
2024-05-15,SKU009,DC02,309,2,0,307
2024-05-15,SKU009,DC03,141,2,0,139
2024-05-15,SKU009,DC04,0,0,0,0
2024-05-15,SKU010,DC01,80,2,0,78
2024-05-15,SKU010,DC02,0,0,0,0
2024-05-15,SKU010,DC03,0,0,0,0
2024-05-15,SKU010,DC04,11,5,0,6
2024-05-15,SKU011,DC01,96,2,0,94
2024-05-15,SKU011,DC02,8,3,0,5
2024-05-15,SKU011,DC03,51,2,0,49
2024-05-15,SKU011,DC04,128,2,0,126
2024-05-15,SKU012,DC01,137,1,0,136
2024-05-15,SKU012,DC02,114,0,0,114
2024-05-15,SKU012,DC03,212,0,0,212
2024-05-15,SKU012,DC04,235,0,0,235
2024-05-15,SKU013,DC01,0,0,0,0
2024-05-15,SKU013,DC02,0,0,0,0
2024-05-15,SKU013,DC03,74,4,0,70
2024-05-15,SKU013,DC04,11,3,0,8
2024-05-15,SKU014,DC01,0,0,0,0
2024-05-15,SKU014,DC02,0,0,0,0
2024-05-15,SKU014,DC03,158,2,0,156
2024-05-15,SKU014,DC04,121,2,0,119
2024-05-15,SKU015,DC01,18,1,0,17
2024-05-15,SKU015,DC02,159,1,0,158
2024-05-15,SKU015,DC03,202,0,0,202
2024-05-15,SKU015,DC04,294,1,0,293
2024-05-15,SKU016,DC01,19,1,0,18
2024-05-15,SKU016,DC02,0,0,0,0
2024-05-15,SKU016,DC03,35,4,0,31
2024-05-15,SKU016,DC04,0,0,0,0
2024-05-15,SKU017,DC01,69,3,0,66
2024-05-15,SKU017,DC02,38,1,0,37
2024-05-15,SKU017,DC03,35,3,0,32
2024-05-15,SKU017,DC04,20,3,0,17
2024-05-15,SKU018,DC01,0,0,0,0
2024-05-15,SKU018,DC02,100,1,0,99
2024-05-15,SKU018,DC03,63,2,0,61
2024-05-15,SKU018,DC04,25,3,0,22
2024-05-15,SKU019,DC01,0,0,0,0
2024-05-15,SKU019,DC02,168,1,0,167
2024-05-15,SKU019,DC03,7,3,0,4
2024-05-15,SKU019,DC04,0,0,0,0
2024-05-15,SKU020,DC01,76,2,0,74
2024-05-15,SKU020,DC02,0,0,0,0
2024-05-15,SKU020,DC03,31,2,0,29
2024-05-15,SKU020,DC04,80,1,0,79
2024-05-15,SKU021,DC01,244,1,0,243
2024-05-15,SKU021,DC02,178,1,0,177
2024-05-15,SKU021,DC03,65,0,0,65
2024-05-15,SKU021,DC04,100,0,0,100
2024-05-15,SKU022,DC01,0,0,0,0
2024-05-15,SKU022,DC02,0,0,0,0
2024-05-15,SKU022,DC03,0,0,0,0
2024-05-15,SKU022,DC04,63,5,0,58
2024-05-15,SKU023,DC01,82,2,62,142
2024-05-15,SKU023,DC02,88,2,0,86
2024-05-15,SKU023,DC03,46,2,0,44
2024-05-15,SKU023,DC04,0,0,0,0
2024-05-15,SKU024,DC01,63,1,0,62
2024-05-15,SKU024,DC02,0,0,0,0
2024-05-15,SKU024,DC03,109,1,0,108
2024-05-15,SKU024,DC04,216,1,0,215
2024-05-16,SKU001,DC01,195,1,0,194
2024-05-16,SKU001,DC02,73,1,0,72
2024-05-16,SKU001,DC03,169,1,0,168
2024-05-16,SKU001,DC04,331,0,0,331
2024-05-16,SKU002,DC01,252,1,0,251
