sku,product_name,category,supplier,location,zone,physical_qty,average_daily_demand,days_of_supply,reorder_point,safety_stock,lead_time_days,materiality_flag,risk_tier,risk_reason,current_action_flag,stockout_risk_reason,recommended_action
SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z2-B04,Z2,54,11.64,4.64,73,45,13,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z3-B01,Z3,51,11.64,4.38,73,45,13,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z3-B02,Z3,42,11.64,3.61,73,45,13,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z3-B03,Z3,29,11.64,2.49,73,45,13,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0063,Safety Supplies 0063,Safety Supplies,Cedar Components,Z3-B04,Z3,17,11.64,1.46,73,45,13,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z1-B03,Z1,66,11.47,5.75,84,10,20,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z1-B04,Z1,63,11.47,5.49,84,10,20,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z2-B01,Z2,56,11.47,4.88,84,10,20,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z2-B02,Z2,43,11.47,3.75,84,10,20,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z2-B03,Z2,32,11.47,2.79,84,10,20,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z3-B03,Z3,71,11.47,6.19,84,10,20,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0064,Packaging 0064,Packaging,Harbor Safety,Z3-B04,Z3,21,11.47,1.83,84,10,20,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0065,Tools 0065,Tools,Summit Packaging,Z3-B01,Z3,9,11.08,0.81,95,15,9,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0065,Tools 0065,Tools,Summit Packaging,Z3-B02,Z3,0,11.08,0.00,95,15,9,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0066,Consumables 0066,Consumables,Atlas Industrial,Z1-B04,Z1,24,10.92,2.20,26,20,16,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0066,Consumables 0066,Consumables,Atlas Industrial,Z2-B01,Z2,12,10.92,1.10,26,20,16,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0066,Consumables 0066,Consumables,Atlas Industrial,Z3-B02,Z3,11,10.92,1.01,26,20,16,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0066,Consumables 0066,Consumables,Atlas Industrial,Z3-B03,Z3,0,10.92,0.00,26,20,16,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0066,Consumables 0066,Consumables,Atlas Industrial,Z3-B04,Z3,0,10.92,0.00,26,20,16,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0067,Fasteners 0067,Fasteners,Blue Ridge Supply,Z2-B03,Z2,0,10.83,0.00,37,25,5,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0067,Fasteners 0067,Fasteners,Blue Ridge Supply,Z2-B04,Z2,0,10.83,0.00,37,25,5,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0068,Maintenance Parts 0068,Maintenance Parts,Cedar Components,Z1-B01,Z1,29,10.97,2.64,48,30,12,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0068,Maintenance Parts 0068,Maintenance Parts,Cedar Components,Z1-B02,Z1,16,10.97,1.46,48,30,12,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0068,Maintenance Parts 0068,Maintenance Parts,Cedar Components,Z1-B03,Z1,0,10.97,0.00,48,30,12,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z1-B04,Z1,0,11.19,0.00,59,35,19,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z2-B04,Z2,38,11.19,3.39,59,35,19,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z3-B01,Z3,20,11.19,1.79,59,35,19,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z3-B02,Z3,12,11.19,1.07,59,35,19,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z3-B03,Z3,9,11.19,0.80,59,35,19,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0069,Shipping Supplies 0069,Shipping Supplies,Harbor Safety,Z3-B04,Z3,0,11.19,0.00,59,35,19,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0070,Material Handling 0070,Material Handling,Summit Packaging,Z1-B01,Z1,0,11.33,0.00,70,40,8,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0070,Material Handling 0070,Material Handling,Summit Packaging,Z2-B03,Z2,8,11.33,0.71,70,40,8,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0070,Material Handling 0070,Material Handling,Summit Packaging,Z2-B04,Z2,0,11.33,0.00,70,40,8,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0070,Material Handling 0070,Material Handling,Summit Packaging,Z3-B01,Z3,0,11.33,0.00,70,40,8,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0070,Material Handling 0070,Material Handling,Summit Packaging,Z3-B04,Z3,14,11.33,1.24,70,40,8,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,28,11.25,2.49,81,45,15,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z1-B02,Z1,21,11.25,1.87,81,45,15,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,11,11.25,0.98,81,45,15,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z1-B04,Z1,8,11.25,0.71,81,45,15,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z2-B03,Z2,23,11.25,2.04,81,45,15,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z2-B04,Z2,0,11.25,0.00,81,45,15,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z3-B01,Z3,0,11.25,0.00,81,45,15,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z3-B02,Z3,0,11.25,0.00,81,45,15,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z3-B03,Z3,0,11.25,0.00,81,45,15,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0071,Industrial Supplies 0071,Industrial Supplies,Atlas Industrial,Z3-B04,Z3,0,11.25,0.00,81,45,15,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z1-B04,Z1,8,11.39,0.70,92,10,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z2-B01,Z2,0,11.39,0.00,92,10,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z2-B02,Z2,0,11.39,0.00,92,10,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,0,11.39,0.00,92,10,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z3-B03,Z3,0,11.39,0.00,92,10,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0072,Electrical Components 0072,Electrical Components,Blue Ridge Supply,Z3-B04,Z3,0,11.39,0.00,92,10,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z1-B01,Z1,0,11.61,0.00,23,15,11,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z1-B02,Z1,0,11.61,0.00,23,15,11,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z2-B02,Z2,10,11.61,0.86,23,15,11,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z2-B03,Z2,0,11.61,0.00,23,15,11,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z2-B04,Z2,0,11.61,0.00,23,15,11,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0073,Safety Supplies 0073,Safety Supplies,Cedar Components,Z3-B01,Z3,0,11.61,0.00,23,15,11,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z1-B01,Z1,10,11.75,0.85,34,20,18,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z1-B02,Z1,0,11.75,0.00,34,20,18,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z1-B03,Z1,0,11.75,0.00,34,20,18,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z1-B04,Z1,0,11.75,0.00,34,20,18,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z2-B01,Z2,0,11.75,0.00,34,20,18,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z3-B03,Z3,48,11.75,4.09,34,20,18,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0074,Packaging 0074,Packaging,Harbor Safety,Z3-B04,Z3,35,11.75,2.98,34,20,18,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0076,Consumables 0076,Consumables,Atlas Industrial,Z3-B01,Z3,35,11.19,3.13,56,30,14,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0076,Consumables 0076,Consumables,Atlas Industrial,Z3-B02,Z3,17,11.19,1.52,56,30,14,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0076,Consumables 0076,Consumables,Atlas Industrial,Z3-B03,Z3,0,11.19,0.00,56,30,14,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0077,Fasteners 0077,Fasteners,Blue Ridge Supply,Z1-B04,Z1,50,10.81,4.63,67,35,21,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0077,Fasteners 0077,Fasteners,Blue Ridge Supply,Z2-B01,Z2,36,10.81,3.33,67,35,21,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0077,Fasteners 0077,Fasteners,Blue Ridge Supply,Z2-B02,Z2,18,10.81,1.67,67,35,21,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0077,Fasteners 0077,Fasteners,Blue Ridge Supply,Z3-B03,Z3,40,10.81,3.70,67,35,21,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0077,Fasteners 0077,Fasteners,Blue Ridge Supply,Z3-B04,Z3,2,10.81,0.19,67,35,21,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z2-B02,Z2,63,10.94,5.76,78,40,10,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z2-B03,Z2,20,10.94,1.83,78,40,10,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z2-B04,Z2,3,10.94,0.27,78,40,10,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z3-B01,Z3,0,10.94,0.00,78,40,10,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z1-B02,Z1,32,11.17,2.87,89,45,17,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z1-B03,Z1,21,11.17,1.88,89,45,17,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z1-B04,Z1,0,11.17,0.00,89,45,17,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z2-B03,Z2,0,11.17,0.00,89,45,17,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z2-B04,Z2,0,11.17,0.00,89,45,17,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z3-B01,Z3,37,11.17,3.31,89,45,17,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z3-B02,Z3,33,11.17,2.96,89,45,17,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z3-B03,Z3,23,11.17,2.06,89,45,17,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0079,Shipping Supplies 0079,Shipping Supplies,Harbor Safety,Z3-B04,Z3,12,11.17,1.07,89,45,17,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z1-B01,Z1,2,11.00,0.18,20,10,6,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z1-B02,Z1,0,11.00,0.00,20,10,6,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z1-B03,Z1,0,11.00,0.00,20,10,6,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z1-B04,Z1,0,11.00,0.00,20,10,6,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z2-B01,Z2,0,11.00,0.00,20,10,6,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0080,Material Handling 0080,Material Handling,Summit Packaging,Z3-B04,Z3,8,11.00,0.73,20,10,6,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z1-B01,Z1,0,11.22,0.00,31,15,13,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z1-B02,Z1,0,11.22,0.00,31,15,13,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z2-B02,Z2,35,11.22,3.12,31,15,13,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z2-B03,Z2,27,11.22,2.41,31,15,13,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z2-B04,Z2,18,11.22,1.60,31,15,13,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z3-B01,Z3,6,11.22,0.53,31,15,13,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z3-B02,Z3,0,11.22,0.00,31,15,13,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z1-B01,Z1,47,11.36,4.14,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z1-B02,Z1,37,11.36,3.26,42,20,20,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z1-B03,Z1,36,11.36,3.17,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z1-B04,Z1,24,11.36,2.11,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z2-B01,Z2,16,11.36,1.41,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z3-B01,Z3,22,11.36,1.94,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z3-B02,Z3,3,11.36,0.26,42,20,20,N,Critical,Critical: days of supply <= 0.25 lead time,Y,Current trigger: physical quantity <= reorder point or days of supply <= lead time,Prioritize count and replenish
